Temperature (K),Applied field (T),Applied field angle (°),Critical current (A)
39.985,0.1,20,164.5452
39.986,0.1,25,164.9349
39.993,0.1,30,165.1303
39.992,0.1,35,165.1328
39.999,0.1,40,165.2676
39.99,0.1,45,165.1613
39.996,0.1,50,165.1141
39.997,0.1,55,165.3089
39.983,0.1,60,165.4036
39.983,0.1,65,165.5439
39.987,0.1,70,165.5566
40.002,0.1,75,165.6117
39.993,0.1,77,165.4965
39.989,0.1,79,165.612
39.987,0.1,81,165.5005
39.991,0.1,83,165.4728
39.997,0.1,85,165.411
39.988,0.1,86,165.3935
39.998,0.1,87,165.5042
39.99,0.1,88,165.5977
40,0.1,89,165.3173
39.986,0.1,90,165.3386
39.998,0.1,91,165.3256
39.985,0.1,92,165.4832
39.99,0.1,93,165.2386
40,0.1,94,165.1502
39.993,0.1,95,165.362
39.989,0.1,97,164.9811
39.993,0.1,99,165.0371
39.988,0.1,101,165.0036
39.988,0.1,103,164.8119
39.976,0.1,105,164.7279
39.999,0.1,110,164.7359
39.991,0.1,115,164.5336
39.999,0.1,120,163.9574
39.998,0.1,125,163.7758
39.988,0.1,130,163.4476
39.993,0.1,135,163.1654
39.981,0.1,140,163.1705
40.011,0.1,145,162.8185
40.031,0.1,150,162.515
39.983,0.1,155,162.2759
39.987,0.1,160,162.1377
39.992,0.1,165,162.1448
39.988,0.1,170,162.1007
39.996,0.1,175,162.1296
39.994,0.1,178,161.9266
40,0.1,180,162.1538
40.001,0.1,182,162.0861
39.992,0.1,185,162.2219
39.989,0.1,190,162.4124
39.993,0.1,195,162.3495
39.991,0.1,200,162.4414
39.988,0.1,205,162.9184
39.987,0.1,210,163.094
39.995,0.1,215,163.4542
40.006,0.1,220,163.4691
39.992,0.1,225,163.6909
39.994,0.1,230,164.1169
40.001,0.1,235,164.4145
39.988,0.1,240,164.2118
39.983,0.2,-5,156.832
39.99,0.2,-2,157.0769
39.986,0.2,0,157.3853
39.993,0.2,2,157.3511
39.989,0.2,5,157.5592
40.005,0.2,10,158.1086
39.989,0.2,15,158.3987
39.99,0.2,20,159.0463
39.981,0.2,25,159.871
39.987,0.2,30,160.5297
40.009,0.2,35,161.1901
40.005,0.2,40,161.4128
39.997,0.2,45,161.9921
39.991,0.2,50,162.5628
40.001,0.2,55,163.1822
39.98,0.2,60,163.6851
39.991,0.2,65,163.8259
39.989,0.2,70,164.1559
39.989,0.2,75,164.1543
39.989,0.2,77,164.3199
39.98,0.2,79,164.4856
39.993,0.2,81,164.2626
39.982,0.2,83,164.5554
39.987,0.2,85,164.1053
39.995,0.2,86,164.3294
39.995,0.2,87,164.1853
39.98,0.2,88,164.1582
39.986,0.2,89,164.3988
39.986,0.2,90,164.1471
39.993,0.2,91,164.1659
39.99,0.2,92,163.9811
39.98,0.2,93,163.8299
39.985,0.2,94,163.9443
39.992,0.2,95,163.6469
39.996,0.2,97,163.3378
39.984,0.2,99,163.0404
39.988,0.2,101,162.9026
39.99,0.2,103,162.6012
39.978,0.2,105,162.3479
39.989,0.2,110,161.0121
39.991,0.2,115,160.3085
39.98,0.2,120,159.3897
40.004,0.2,125,158.542
39.998,0.2,130,157.6659
40.002,0.2,135,156.9711
39.984,0.2,140,156.1846
39.984,0.2,145,155.3682
39.986,0.2,150,154.8013
39.991,0.2,155,154.4613
39.987,0.2,160,153.7883
39.997,0.2,165,153.8402
40.001,0.2,170,154.0737
40,0.2,175,153.9677
39.997,0.2,178,154.1686
39.988,0.2,180,154.2105
39.99,0.2,182,154.2196
39.984,0.2,185,154.4975
39.994,0.2,190,154.6426
39.997,0.2,195,154.8222
39.994,0.2,200,155.2703
39.998,0.2,205,156.1605
40,0.2,210,156.673
40.003,0.2,215,157.6361
39.994,0.2,220,158.0592
39.982,0.2,225,158.8841
39.985,0.2,230,159.5533
39.986,0.2,235,160.4667
39.982,0.2,240,161.0557
40.006,0.3,-5,145.7058
40.008,0.3,-2,145.985
39.991,0.3,0,146.326
39.987,0.3,2,146.5104
39.979,0.3,5,146.9861
39.985,0.3,10,147.552
39.992,0.3,15,148.4766
39.983,0.3,20,150.0122
39.996,0.3,25,150.8837
39.99,0.3,30,152.2698
39.987,0.3,35,153.5323
40,0.3,40,154.8723
40.001,0.3,45,155.7868
39.995,0.3,50,156.9137
39.985,0.3,55,158.1347
39.988,0.3,60,159.4084
39.996,0.3,65,159.8925
39.998,0.3,70,160.7721
40.014,0.3,75,161.0733
39.978,0.3,77,161.3634
40.003,0.3,79,161.2879
39.989,0.3,81,161.3291
39.998,0.3,83,161.2537
39.978,0.3,85,161.5522
40.005,0.3,86,161.135
39.992,0.3,87,161.2601
39.98,0.3,88,161.493
39.988,0.3,89,160.9143
39.972,0.3,90,161.0826
39.992,0.3,91,160.9195
39.992,0.3,92,160.8315
39.997,0.3,93,160.0948
40.014,0.3,94,160.4893
40,0.3,95,160.2099
40.019,0.3,97,159.6204
39.982,0.3,99,159.3814
39.989,0.3,101,158.7525
39.991,0.3,103,158.6561
39.991,0.3,105,157.8016
39.988,0.3,110,156.052
39.978,0.3,115,154.5956
39.973,0.3,120,152.7021
39.976,0.3,125,151.0825
40.007,0.3,130,149.1207
40.01,0.3,135,148.0486
40.019,0.3,140,146.3321
39.984,0.3,145,145.3917
40.005,0.3,150,144.0562
39.987,0.3,155,143.296
40.011,0.3,160,142.3584
39.992,0.3,165,142.0609
40.017,0.3,170,142.0194
39.998,0.3,175,142.1318
39.994,0.3,178,142.3923
40.006,0.3,180,142.3948
39.994,0.3,182,142.4695
39.974,0.3,185,142.7985
39.992,0.3,190,143.2062
39.999,0.3,195,143.7346
39.986,0.3,200,145.0569
40.006,0.3,205,145.9005
39.995,0.3,210,147.2715
39.981,0.3,215,148.6636
39.986,0.3,220,149.6351
39.996,0.3,225,151.3454
40.008,0.3,230,152.3717
39.992,0.3,235,154.1302
40,0.3,240,155.2997
39.991,0.5,-5,122.0222
40.005,0.5,-2,121.993
39.983,0.5,0,122.4948
39.996,0.5,2,122.7343
39.991,0.5,5,123.3411
40,0.5,10,124.623
40,0.5,15,126.078
39.988,0.5,20,127.4128
39.993,0.5,25,129.6077
39.998,0.5,30,131.2946
39.993,0.5,35,133.2797
40.007,0.5,40,135.4987
39.992,0.5,45,138.182
39.995,0.5,50,140.7277
39.994,0.5,55,143.9135
39.998,0.5,60,146.5291
39.994,0.5,65,149.1764
39.975,0.5,70,151.7625
39.989,0.5,75,153.5846
39.99,0.5,77,153.8563
39.981,0.5,79,154.4686
39.992,0.5,81,154.7435
39.996,0.5,83,155.1078
39.983,0.5,85,154.4748
39.993,0.5,86,154.5818
39.992,0.5,87,154.5479
39.988,0.5,88,154.7678
40.006,0.5,89,154.3547
39.991,0.5,90,153.9671
39.983,0.5,91,153.8067
40.004,0.5,92,153.6078
39.99,0.5,93,153.4719
40.012,0.5,94,153.1678
39.986,0.5,95,152.6243
40.003,0.5,97,151.5873
39.985,0.5,99,150.9243
39.996,0.5,101,149.6213
39.993,0.5,103,148.4603
39.996,0.5,105,147.3823
39.99,0.5,110,143.7049
40.001,0.5,115,140.3372
39.993,0.5,120,136.4771
39.989,0.5,125,133.5153
39.997,0.5,130,130.6229
39.971,0.5,135,127.7725
40.002,0.5,140,125.6926
40.002,0.5,145,123.9393
39.983,0.5,150,122.4124
39.992,0.5,155,121.3168
39.998,0.5,160,120.2375
39.983,0.5,165,119.6078
40.013,0.5,170,119.1824
40.003,0.5,175,119.4284
40.001,0.5,178,119.4419
40.007,0.5,180,119.8556
40.006,0.5,182,119.7228
39.989,0.5,185,119.8385
39.996,0.5,190,120.9747
40.006,0.5,195,122.0517
39.988,0.5,200,123.2172
39.997,0.5,205,124.684
40.001,0.5,210,126.03
39.991,0.5,215,127.8591
39.985,0.5,220,130.1567
40.003,0.5,225,132.3581
39.993,0.5,230,135.2036
39.999,0.5,235,138.7599
39.981,0.5,240,141.5008
39.989,1,-5,85.6221
39.995,1,-2,86.01
39.997,1,0,86.1777
40.002,1,2,86.4252
39.996,1,5,86.7961
39.999,1,10,87.6758
39.997,1,15,88.693
39.998,1,20,89.592
40.002,1,25,90.5561
40.004,1,30,92.1504
39.995,1,35,93.6332
39.992,1,40,95.9101
40.014,1,45,98.3806
40.007,1,50,101.1408
40.005,1,55,104.9389
39.987,1,60,109.9898
39.99,1,65,116.1643
39.991,1,70,123.5833
40.001,1,75,131.0643
40.001,1,77,133.8416
39.978,1,79,136.0432
39.993,1,81,137.8635
39.992,1,83,139.1102
39.99,1,85,139.6368
39.992,1,86,139.5784
39.996,1,87,139.3116
39.998,1,88,139.0031
39.998,1,89,138.4105
39.992,1,90,137.5767
39.981,1,91,136.7429
39.995,1,92,135.8403
39.998,1,93,134.6341
39.994,1,94,133.2982
39.988,1,95,132.1273
39.99,1,97,128.9637
39.994,1,99,125.852
39.994,1,101,122.5371
40.008,1,103,119.573
39.993,1,105,116.4308
39.995,1,110,110.1268
39.998,1,115,104.7025
40.004,1,120,100.9062
39.989,1,125,97.1827
40,1,130,94.5936
39.995,1,135,92.3934
40.02,1,140,90.6402
39.992,1,145,89.0503
39.992,1,150,87.085
39.991,1,155,86.7369
40.007,1,160,86.0312
40.001,1,165,85.3965
40.014,1,170,85.0788
40.006,1,175,84.9447
39.997,1,178,85.0573
40.01,1,180,85.505
39.997,1,182,85.433
40.007,1,185,85.9552
40.003,1,190,86.4115
39.989,1,195,87.1665
40.007,1,200,87.9334
39.994,1,205,89.2393
39.995,1,210,90.1977
40.006,1,215,91.7041
39.997,1,220,93.4504
39.997,1,225,95.4816
40.008,1,230,98.0934
39.997,1,235,101.09
39.996,1,240,105.2917
39.998,2,-5,54.805
39.996,2,-2,54.961
39.997,2,0,54.9768
39.99,2,2,55.1017
39.997,2,5,55.3472
39.987,2,10,55.5979
39.984,2,15,55.7542
39.981,2,20,56.2429
39.992,2,25,56.8224
40.004,2,30,57.5289
40,2,35,58.5485
40.012,2,40,59.8922
39.995,2,45,61.1765
39.998,2,50,63.0579
40.007,2,55,65.2779
40.001,2,60,68.1506
40.005,2,65,72.0154
40.012,2,70,78.6701
39.999,2,75,90.527
40.003,2,77,97.4334
39.994,2,79,105.9497
40.006,2,81,114.0185
39.994,2,83,120.1312
39.998,2,85,123.0743
39.986,2,86,122.9671
39.994,2,87,121.7236
39.998,2,88,120.1771
39.993,2,89,117.2875
39.999,2,90,114.0852
40,2,91,110.2927
39.996,2,92,106.6519
40.008,2,93,102.3511
39.992,2,94,98.4897
39.994,2,95,94.8108
40.005,2,97,88.6504
40.003,2,99,84.0014
39.985,2,101,79.9111
39.992,2,103,76.5352
40.008,2,105,74.3193
40.018,2,110,70.1249
40.002,2,115,66.7667
40.002,2,120,64.286
40.016,2,125,61.8981
40.014,2,130,60.2938
39.996,2,135,59.0309
40.008,2,140,57.8458
39.986,2,145,56.9264
39.995,2,150,56.2354
39.99,2,155,55.5811
39.998,2,160,55.2219
40.009,2,165,54.8812
39.991,2,170,54.8208
40.009,2,175,54.5951
40.001,2,178,54.646
40.006,2,180,54.779
40.016,2,182,54.6738
40.002,2,185,54.9088
40,2,190,55.0966
39.996,2,195,55.3934
40.005,2,200,55.9287
39.991,2,205,56.4175
40.002,2,210,57.184
40.013,2,215,58.1602
40.002,2,220,59.4224
40.001,2,225,60.7146
39.984,2,230,62.3985
40.007,2,235,64.5543
39.986,2,240,67.0751
39.977,3,-5,40.7482
40,3,-2,40.7229
39.998,3,0,40.5588
39.991,3,2,40.6669
39.999,3,5,40.7282
39.983,3,10,40.7035
39.993,3,15,40.7683
39.991,3,20,40.9269
39.998,3,25,41.3121
39.997,3,30,41.7068
39.999,3,35,42.2785
40.002,3,40,43.1282
39.997,3,45,44.1075
39.986,3,50,45.3399
39.998,3,55,46.7741
40.001,3,60,48.5643
39.996,3,65,51.0649
39.989,3,70,55.1986
40.011,3,75,63.9465
39.995,3,77,69.801
40.004,3,79,79.7292
39.993,3,81,93.2892
39.996,3,83,106.6883
39.986,3,85,114.4366
39.999,3,86,114.2563
39.989,3,87,111.7295
40.007,3,88,107.4016
40.006,3,89,101.3803
39.99,3,90,94.7344
40,3,91,87.5288
40.001,3,92,81.4211
40.01,3,93,76.6083
40.008,3,94,71.7819
40.011,3,95,68.6322
40.002,3,97,63.1285
39.994,3,99,59.5321
40.004,3,101,56.6169
40.005,3,103,54.711
39.997,3,105,53.0802
39.994,3,110,50.1719
39.997,3,115,47.8984
40.004,3,120,46.1166
40.009,3,125,44.9872
40.004,3,130,43.5602
39.989,3,135,42.912
40.009,3,140,41.994
39.978,3,145,41.3996
40.005,3,150,41.1154
39.992,3,155,40.9942
39.998,3,160,40.7727
40.002,3,165,40.2917
39.996,3,170,40.731
40.009,3,175,40.6382
40.007,3,178,40.5097
40.01,3,180,40.4879
39.997,3,182,40.5281
40.004,3,185,40.5931
40.003,3,190,40.6221
40.003,3,195,40.641
40.003,3,200,40.9104
40.004,3,205,41.1427
40.003,3,210,41.6026
39.995,3,215,42.2539
39.984,3,220,43.0168
40.002,3,225,44.0188
39.993,3,230,45.0958
39.997,3,235,46.6293
39.993,3,240,48.3432
39.99,5,-5,27.0134
39.984,5,-2,27.0077
39.988,5,0,27.0576
39.983,5,2,26.9577
39.984,5,5,26.8262
39.989,5,10,26.6937
39.99,5,15,26.5115
39.996,5,20,26.5316
39.999,5,25,26.691
39.994,5,30,26.8323
40.001,5,35,27.1138
40.003,5,40,27.4499
39.994,5,45,27.9142
39.999,5,50,28.5464
39.987,5,55,29.2073
39.997,5,60,30.1194
39.998,5,65,31.2719
39.988,5,70,33.1062
39.988,5,75,37.2258
39.995,5,77,41.2438
40.002,5,79,47.9455
40.001,5,81,60.4206
39.995,5,83,82.7286
40.001,5,85,103.992
39.994,5,86,104.3195
39.996,5,87,98.408
40.013,5,88,87.8372
39.998,5,89,75.1007
39.989,5,90,64.7802
39.991,5,91,56.7032
40.012,5,92,51.0849
40.011,5,93,46.5389
40.004,5,94,43.4438
39.991,5,95,41.0557
39.998,5,97,37.6314
40.007,5,99,35.7179
39.987,5,101,34.2643
39.996,5,103,33.3615
39.986,5,105,32.6635
40.018,5,110,31.2295
39.991,5,115,30.1654
39.996,5,120,29.3132
39.989,5,125,28.5435
40.005,5,130,27.808
39.989,5,135,27.4325
39.999,5,140,27.1493
40,5,145,26.8132
39.999,5,150,26.3018
40.013,5,155,26.5423
40.02,5,160,26.6698
39.989,5,165,26.737
40.015,5,170,26.9823
39.995,5,175,27.0121
40.005,5,178,27.0196
40.006,5,180,26.914
40.006,5,182,26.892
40.007,5,185,26.8228
40.003,5,190,26.6461
40.021,5,195,26.4976
40.002,5,200,26.5602
39.998,5,205,26.581
40.005,5,210,26.8431
40.006,5,215,27.0661
39.988,5,220,27.4592
40.007,5,225,27.9691
39.997,5,230,28.5186
39.993,5,235,29.1712
39.991,5,240,30.0455
40.011,8,-5,17.9321
39.993,8,-2,17.9011
40.007,8,0,17.8612
40.002,8,2,17.7042
39.999,8,5,17.5994
39.99,8,10,17.4499
39.996,8,15,17.282
39.999,8,20,17.2055
40.004,8,25,17.2687
39.993,8,30,17.4159
39.998,8,35,17.578
39.999,8,40,17.803
40.009,8,45,18.0485
39.996,8,50,18.3491
39.991,8,55,18.6248
40.009,8,60,18.9406
39.992,8,65,19.3331
40.001,8,70,20.0249
39.99,8,75,21.9815
39.993,8,77,23.8409
40.003,8,79,27.5667
40,8,81,35.5744
39.991,8,83,55.1156
40.002,8,85,93.0711
40,8,86,96.3474
40.003,8,87,83.6139
39.99,8,88,65.9451
39.993,8,89,51.2084
40.002,8,90,41.103
40.003,8,91,34.6308
40.001,8,92,30.6072
39.993,8,93,27.5307
39.996,8,94,25.6528
39.994,8,95,24.1901
39.997,8,97,22.3882
39.998,8,99,21.4437
39.992,8,101,20.8585
39.993,8,103,20.4751
40.004,8,105,20.0722
39.999,8,110,19.5227
39.998,8,115,19.1264
39.984,8,120,18.7569
40.001,8,125,18.4139
40,8,130,18.118
40.002,8,135,17.6793
40.02,8,140,17.5358
40.009,8,145,17.4614
39.99,8,150,17.3073
39.98,8,155,17.3517
40.011,8,160,17.3121
40.001,8,165,17.5513
40.004,8,170,17.739
40.005,8,175,17.9475
40.021,8,178,17.908
40.023,8,180,17.7518
39.993,8,182,17.7088
39.999,8,185,17.5987
39.993,8,190,17.3734
40.018,8,195,17.2846
40.018,8,200,17.2052
39.995,8,205,17.2673
39.996,8,210,17.366
40.003,8,215,17.5783
40.002,8,220,17.7729
40.01,8,225,18.062
39.998,8,230,18.3045
40.005,8,235,18.6791
39.998,8,240,18.9832
