Temperature (K),Applied field (T),Applied field angle (°),Critical current (A)
59.993,0.1,205,81.5664
60.002,0.1,210,81.6465
59.997,0.1,215,81.6071
60.001,0.1,220,81.77
60.004,0.1,225,81.7172
59.988,0.1,230,81.6224
59.988,0.1,235,81.5678
59.995,0.1,240,81.5707
59.998,0.2,-5,75.5768
59.998,0.2,-2,75.7008
59.995,0.2,0,75.6862
60.001,0.2,2,75.6626
59.998,0.2,5,75.8257
59.998,0.2,10,76.117
59.997,0.2,15,76.502
59.996,0.2,20,76.3943
59.996,0.2,25,76.4241
59.998,0.2,30,76.5605
59.996,0.2,35,76.7362
60.002,0.2,40,76.4094
59.993,0.2,45,76.1749
59.999,0.2,50,76.266
59.993,0.2,55,76.0405
59.997,0.2,60,75.9688
59.995,0.2,65,75.5311
59.997,0.2,70,75.6822
59.997,0.2,75,75.6341
59.994,0.2,77,75.4835
59.999,0.2,79,75.3941
59.997,0.2,81,75.5015
59.998,0.2,83,75.4509
59.998,0.2,85,75.3598
59.995,0.2,86,75.4172
60.002,0.2,87,75.3632
59.995,0.2,88,75.4048
59.996,0.2,89,75.4394
59.993,0.2,90,75.4103
60,0.2,91,75.3369
59.997,0.2,92,75.0912
59.997,0.2,93,75.3169
59.995,0.2,94,75.3707
59.995,0.2,95,75.3456
59.997,0.2,97,75.4592
59.99,0.2,99,75.3492
59.989,0.2,101,75.3402
59.995,0.2,103,75.178
59.994,0.2,105,75.2263
59.979,0.2,110,74.9179
59.984,0.2,115,74.6497
59.992,0.2,120,74.4206
59.98,0.2,125,74.4023
59.984,0.2,130,74.1444
59.987,0.2,135,73.8625
59.993,0.2,140,73.8199
59.985,0.2,145,73.779
59.997,0.2,150,73.5887
59.999,0.2,155,73.5621
59.998,0.2,160,73.3273
60.012,0.2,165,73.5368
60.009,0.2,170,73.5701
59.997,0.2,175,73.6908
59.992,0.2,178,73.868
59.995,0.2,180,73.9354
59.987,0.2,182,74.0834
59.989,0.2,185,74.073
59.985,0.2,190,74.0701
59.997,0.2,195,74.056
60.001,0.2,200,74.2931
59.996,0.2,205,74.248
59.988,0.2,210,74.4076
59.974,0.2,215,74.3525
59.993,0.2,220,74.2889
59.998,0.2,225,74.1665
59.999,0.2,230,74.085
59.998,0.2,235,73.988
59.988,0.2,240,73.9318
60.012,0.3,-5,67.7304
60.007,0.3,-2,67.8326
60.012,0.3,0,67.808
60.008,0.3,2,67.921
60.003,0.3,5,68.124
60.001,0.3,10,68.4124
60.006,0.3,15,68.4441
60.004,0.3,20,68.7167
60.007,0.3,25,68.6622
60.01,0.3,30,68.6225
60.013,0.3,35,68.4261
60.007,0.3,40,68.4222
60.004,0.3,45,68.2509
60.007,0.3,50,68.143
60.014,0.3,55,67.9033
60.008,0.3,60,67.7156
59.997,0.3,65,67.557
60.009,0.3,70,67.4161
60.009,0.3,75,67.3841
60.004,0.3,77,67.4399
59.996,0.3,79,67.5596
59.999,0.3,81,67.4499
59.988,0.3,83,67.5695
59.993,0.3,85,67.6255
59.988,0.3,86,67.6311
60.002,0.3,87,67.7232
59.998,0.3,88,67.6097
60.004,0.3,89,67.5509
60.015,0.3,90,67.6189
60.003,0.3,91,67.6308
60.013,0.3,92,67.5912
60.001,0.3,93,67.7208
60.008,0.3,94,67.7485
60.003,0.3,95,67.7024
59.986,0.3,97,67.5946
59.99,0.3,99,67.6379
60.01,0.3,101,67.6419
59.985,0.3,103,67.5161
59.999,0.3,105,67.611
59.997,0.3,110,67.507
60,0.3,115,67.3084
60.01,0.3,120,67.3117
60.001,0.3,125,67.1256
60.001,0.3,130,66.9763
60.005,0.3,135,66.7291
60.014,0.3,140,66.7178
60.005,0.3,145,66.6732
60.012,0.3,150,66.5196
60.012,0.3,155,66.3876
60.002,0.3,160,66.4323
60.02,0.3,165,66.3725
60.019,0.3,170,66.3791
60.018,0.3,175,66.3188
60.007,0.3,178,66.5886
60.017,0.3,180,66.6678
60.008,0.3,182,66.7411
60.012,0.3,185,66.7703
60.011,0.3,190,66.9579
60.011,0.3,195,66.934
60.008,0.3,200,67.1372
60.01,0.3,205,67.2115
59.993,0.3,210,67.1663
59.996,0.3,215,66.903
60.007,0.3,220,66.8973
59.99,0.3,225,66.5753
60.009,0.3,230,66.3584
60.003,0.3,235,66.0847
60.01,0.3,240,66.0048
59.976,0.5,-5,56.8545
59.988,0.5,-2,56.9772
59.976,0.5,0,56.87
59.978,0.5,2,56.9418
59.994,0.5,5,57.0761
59.979,0.5,10,57.2447
59.977,0.5,15,57.3457
59.976,0.5,20,57.3592
59.975,0.5,25,57.3497
59.977,0.5,30,57.1341
59.974,0.5,35,57.1334
59.973,0.5,40,56.8361
59.976,0.5,45,56.5103
59.976,0.5,50,56.2426
59.977,0.5,55,55.8235
59.98,0.5,60,55.4341
59.977,0.5,65,55.0996
59.978,0.5,70,54.7665
59.975,0.5,75,54.77
59.98,0.5,77,54.8681
59.976,0.5,79,54.9948
59.978,0.5,81,55.0514
59.975,0.5,83,55.1474
59.989,0.5,85,55.3933
59.976,0.5,86,55.4356
59.979,0.5,87,55.4744
59.994,0.5,88,55.5404
59.994,0.5,89,55.4546
59.994,0.5,90,55.5706
59.998,0.5,91,55.6163
59.992,0.5,92,55.5364
59.977,0.5,93,55.6261
59.979,0.5,94,55.6907
59.975,0.5,95,55.6854
59.993,0.5,97,55.7501
59.98,0.5,99,55.839
59.987,0.5,101,55.8708
59.981,0.5,103,55.8209
59.978,0.5,105,55.8005
59.988,0.5,110,56.0389
59.975,0.5,115,56.3302
59.997,0.5,120,56.483
59.985,0.5,125,56.5049
59.984,0.5,130,56.6264
59.986,0.5,135,56.5989
59.983,0.5,140,56.2453
59.993,0.5,145,56.417
60.005,0.5,150,56.4528
59.992,0.5,155,56.4712
59.986,0.5,160,56.3494
59.991,0.5,165,56.204
60.005,0.5,170,56.2713
60.023,0.5,175,56.2046
59.997,0.5,178,56.1632
59.994,0.5,180,56.44
59.992,0.5,182,56.5883
60.001,0.5,185,56.4975
60.002,0.5,190,56.6849
60,0.5,195,56.8579
59.997,0.5,200,56.9674
59.983,0.5,205,56.9106
59.99,0.5,210,56.991
59.984,0.5,215,56.6991
59.981,0.5,220,56.4581
59.994,0.5,225,56.015
59.999,0.5,230,55.6913
59.974,0.5,235,55.0281
59.974,0.5,240,54.2891
59.989,1,-5,41.1383
59.99,1,-2,41.2174
59.989,1,0,41.2574
59.985,1,2,41.3151
59.99,1,5,41.4004
59.987,1,10,41.4415
59.986,1,15,41.6462
59.983,1,20,41.6898
59.988,1,25,41.7453
59.985,1,30,41.7965
59.985,1,35,41.7296
59.986,1,40,41.6567
59.989,1,45,41.4283
59.987,1,50,41.1572
59.994,1,55,40.6846
59.989,1,60,39.9059
59.991,1,65,39.021
59.992,1,70,37.9714
59.988,1,75,37.4669
59.992,1,77,37.546
59.988,1,79,37.8817
59.987,1,81,38.5178
59.99,1,83,39.3248
59.986,1,85,39.9183
59.987,1,86,39.9215
59.986,1,87,39.8324
59.985,1,88,39.7682
59.987,1,89,39.4764
59.989,1,90,39.2305
59.986,1,91,38.915
59.986,1,92,38.7867
59.99,1,93,38.7124
59.987,1,94,38.5222
59.992,1,95,38.6002
59.988,1,97,38.7907
59.992,1,99,38.9831
59.992,1,101,39.1766
59.994,1,103,39.6202
59.988,1,105,39.9796
59.991,1,110,40.7861
59.986,1,115,41.4097
59.986,1,120,41.8135
59.986,1,125,42.0406
59.987,1,130,41.9432
59.989,1,135,41.8851
59.99,1,140,41.7421
59.994,1,145,41.7547
59.976,1,150,41.5624
59.992,1,155,41.3889
59.999,1,160,41.2338
59.984,1,165,41.2148
59.989,1,170,41.0822
59.989,1,175,41.0118
59.996,1,178,41.0805
59.987,1,180,41.1242
59.988,1,182,41.1902
59.99,1,185,41.2846
59.983,1,190,41.3594
59.988,1,195,41.4145
59.996,1,200,41.4172
59.985,1,205,41.6512
59.988,1,210,41.6574
59.994,1,215,41.7404
59.989,1,220,41.5974
59.98,1,225,41.5521
59.982,1,230,41.1016
59.984,1,235,40.5751
59.999,1,240,39.7822
60.004,2,-5,25.7437
60.003,2,-2,25.7229
60.001,2,0,25.7005
59.999,2,2,25.7336
59.984,2,5,25.7778
59.994,2,10,25.8178
59.992,2,15,25.8525
60.001,2,20,26.0127
59.996,2,25,26.236
59.995,2,30,26.4255
59.992,2,35,26.6291
59.991,2,40,26.8226
59.995,2,45,26.9205
59.993,2,50,26.9638
59.994,2,55,26.7988
59.996,2,60,26.3944
59.996,2,65,25.6188
59.999,2,70,24.4902
59.996,2,75,23.4023
59.999,2,77,23.1769
59.993,2,79,23.2684
59.996,2,81,24.0258
59.997,2,83,25.9488
59.997,2,85,28.0393
59.992,2,86,27.9385
59.996,2,87,27.2076
59.994,2,88,26.1035
59.993,2,89,25.3255
59.996,2,90,24.7158
59.995,2,91,24.3676
59.997,2,92,24.1101
59.997,2,93,24.0299
59.995,2,94,24.109
59.995,2,95,24.1785
59.993,2,97,24.5793
59.99,2,99,24.9828
60.002,2,101,25.5348
60,2,103,25.9392
59.995,2,105,26.3421
59.999,2,110,27.0845
59.999,2,115,27.441
59.991,2,120,27.4814
59.99,2,125,27.4089
59.992,2,130,27.21
59.982,2,135,26.9487
59.993,2,140,26.7278
59.985,2,145,26.5225
59.994,2,150,26.1785
59.999,2,155,25.9667
59.994,2,160,25.9022
59.992,2,165,25.7447
59.992,2,170,25.6684
60,2,175,25.7055
59.991,2,178,25.6653
60.005,2,180,25.6543
59.993,2,182,25.7506
60.002,2,185,25.7692
60.003,2,190,25.8063
59.999,2,195,25.8917
59.995,2,200,26.0029
59.996,2,205,26.1947
59.992,2,210,26.3977
59.994,2,215,26.6328
59.993,2,220,26.7997
59.995,2,225,26.9967
59.991,2,230,26.9897
59.992,2,235,26.8134
59.999,2,240,26.4917
60.013,3,-5,17.9985
60.009,3,-2,17.988
60.007,3,0,17.9846
60.004,3,2,17.9597
60,3,5,17.9808
59.997,3,10,18.0007
59.994,3,15,18.0858
59.997,3,20,18.2017
60,3,25,18.3676
59.998,3,30,18.5608
59.995,3,35,18.8056
59.996,3,40,19.1039
59.999,3,45,19.2949
59.998,3,50,19.4891
59.995,3,55,19.4889
59.999,3,60,19.3379
60.001,3,65,18.9374
59.999,3,70,18.0868
59.994,3,75,17.0565
59.996,3,77,16.825
59.999,3,79,16.7589
60.001,3,81,17.2853
59.999,3,83,19.1664
59.998,3,85,22.7165
59.995,3,86,22.5398
59.993,3,87,20.9393
59.992,3,88,19.5457
59.994,3,89,18.5468
59.993,3,90,17.8973
59.995,3,91,17.6124
59.992,3,92,17.5198
59.993,3,93,17.439
59.987,3,94,17.4602
59.981,3,95,17.5617
59.983,3,97,18.007
59.985,3,99,18.3742
59.975,3,101,18.8406
59.992,3,103,19.0445
59.978,3,105,19.36
59.983,3,110,19.9057
59.993,3,115,20.0765
59.983,3,120,19.9169
59.983,3,125,19.6747
59.982,3,130,19.4716
59.997,3,135,19.1286
59.991,3,140,18.8343
59.989,3,145,18.6183
59.976,3,150,18.3068
59.991,3,155,18.1258
59.992,3,160,18.0153
60.008,3,165,18.0081
60.005,3,170,18.0036
60.025,3,175,17.7693
60.013,3,178,17.918
60.004,3,180,17.7896
60.02,3,182,17.9436
60.02,3,185,17.8954
60.017,3,190,17.987
60.019,3,195,18.0675
60.017,3,200,18.1464
60.023,3,205,18.3155
60.017,3,210,18.5419
60.014,3,215,18.8285
60.009,3,220,19.0892
60.005,3,225,19.2904
60.004,3,230,19.5457
59.991,3,235,19.5462
60.008,3,240,19.443
59.997,5,-5,10.2888
60.002,5,-2,10.3285
60.001,5,0,10.3152
60.001,5,2,10.2721
59.999,5,5,10.2613
60.001,5,10,10.218
60.002,5,15,10.2786
59.991,5,20,10.3581
60,5,25,10.5177
59.996,5,30,10.673
60.002,5,35,10.9491
59.997,5,40,11.2297
59.998,5,45,11.4646
59.999,5,50,11.7173
59.998,5,55,11.928
60.004,5,60,12.011
60.001,5,65,11.9115
60.002,5,70,11.5056
59.998,5,75,10.8924
60,5,77,10.6602
59.998,5,79,10.5898
60.005,5,81,11.0141
59.999,5,83,12.5255
59.996,5,85,17.238
59.999,5,86,17.0962
59.997,5,87,14.582
59.996,5,88,12.8702
59.996,5,89,11.8887
59.997,5,90,11.3907
59.998,5,91,11.1469
59.995,5,92,11.0259
59.997,5,93,11.0118
60.001,5,94,11.065
59.995,5,95,11.1531
59.989,5,97,11.453
59.986,5,99,11.7023
59.986,5,101,11.9561
59.982,5,103,12.1074
59.971,5,105,12.3001
59.981,5,110,12.4073
59.98,5,115,12.2951
59.984,5,120,12.0401
59.975,5,125,11.7295
59.983,5,130,11.4487
59.991,5,135,11.1344
59.982,5,140,10.8674
59.984,5,145,10.5916
60.007,5,150,10.3988
60.009,5,155,10.3091
60.024,5,160,10.2017
60.028,5,165,10.2245
60.016,5,170,10.2633
60.012,5,175,10.2756
60.029,5,178,10.316
60.014,5,180,10.2349
60.023,5,182,10.2724
60.025,5,185,10.2529
60.017,5,190,10.2208
60.017,5,195,10.2712
60.023,5,200,10.3545
60.017,5,205,10.5082
60.018,5,210,10.672
60.021,5,215,10.8662
60.021,5,220,11.2321
60.016,5,225,11.4635
60.007,5,230,11.7546
60.007,5,235,11.9402
60.008,5,240,12.0588
59.997,8,-5,5.1671
59.99,8,-2,5.1402
60,8,0,5.1298
59.998,8,2,5.1063
59.995,8,5,5.0268
59.997,8,10,5.0334
60,8,15,5.0359
59.998,8,20,5.1116
59.991,8,25,5.2473
59.993,8,30,5.4704
59.99,8,35,5.6862
59.997,8,40,5.9553
59.997,8,45,6.2266
59.997,8,50,6.5265
60.002,8,55,6.7955
59.999,8,60,7.0062
60,8,65,7.1079
60,8,70,7.0479
59.997,8,75,6.7557
60,8,77,6.6775
59.997,8,79,6.6528
60.001,8,81,6.9523
60.003,8,83,8.1966
60.001,8,85,13.5147
59.995,8,86,13.4638
59.994,8,87,10.1512
59.997,8,88,8.4682
60.002,8,89,7.6099
59.996,8,90,7.184
59.998,8,91,6.9904
59.998,8,92,6.9337
59.995,8,93,6.8914
60.001,8,94,6.9117
59.995,8,95,6.9593
60.001,8,97,7.0876
59.993,8,99,7.2098
59.997,8,101,7.301
59.995,8,103,7.3591
60,8,105,7.3221
59.999,8,110,7.2354
59.998,8,115,6.9775
59.983,8,120,6.6737
59.98,8,125,6.4285
59.976,8,130,6.0115
59.987,8,135,5.7646
59.99,8,140,5.5341
59.978,8,145,5.2949
59.976,8,150,5.1402
59.991,8,155,5.0339
60.003,8,160,4.9853
60.015,8,165,5.0151
60.025,8,170,5.0595
60.016,8,175,5.1437
60.008,8,178,5.1035
60.017,8,180,5.1008
60.019,8,182,5.0809
60.005,8,185,5.0351
60.008,8,190,5.002
60.005,8,195,5.0357
60.01,8,200,5.1199
60.006,8,205,5.2427
60.002,8,210,5.4532
60,8,215,5.6811
59.991,8,220,5.9654
59.994,8,225,6.2343
59.996,8,230,6.5365
60,8,235,6.7902
59.997,8,240,7.0297
