Temperature (K),Applied field (T),Applied field angle (°),Critical current (A)
74.986,0.01,25,35.2827
74.988,0.01,30,35.2775
74.985,0.01,35,35.2595
74.989,0.01,40,35.2674
74.987,0.01,45,35.2579
74.988,0.01,50,35.2575
74.987,0.01,55,35.229
74.991,0.01,60,35.2438
74.989,0.01,65,35.2117
74.988,0.01,70,35.2065
74.984,0.01,75,35.1891
74.989,0.01,77,35.2176
74.989,0.01,79,35.2536
74.99,0.01,81,35.2261
74.987,0.01,83,35.1894
74.988,0.01,85,35.2046
74.992,0.01,86,35.1849
74.99,0.01,87,35.2478
74.993,0.01,88,35.2258
74.993,0.01,89,35.1989
75,0.01,90,35.1208
74.99,0.01,91,35.1742
74.99,0.01,92,35.2216
74.992,0.01,93,35.2024
74.99,0.01,94,35.17
74.993,0.01,95,35.2195
74.992,0.01,97,35.2285
74.988,0.01,99,35.2285
74.992,0.01,101,35.2181
74.993,0.01,103,35.2363
74.99,0.01,105,35.1811
74.993,0.01,110,35.238
74.988,0.01,115,35.2469
74.984,0.01,120,35.1637
74.979,0.01,125,35.1958
74.981,0.01,130,35.1463
74.987,0.01,135,35.2054
74.993,0.01,140,35.1892
74.996,0.01,145,35.1073
74.998,0.01,150,35.1966
74.991,0.01,155,35.1514
74.996,0.01,160,35.1201
75.002,0.01,165,35.0758
74.997,0.01,170,35.1766
74.994,0.01,175,35.2319
74.986,0.01,178,35.2174
74.991,0.01,180,35.2011
74.986,0.01,182,35.2196
74.988,0.01,185,35.1887
74.987,0.01,190,35.1974
74.987,0.01,195,35.2062
74.989,0.01,200,35.2038
74.99,0.01,205,35.2481
74.991,0.01,210,35.1881
74.99,0.01,215,35.2357
74.982,0.01,220,35.2388
74.984,0.01,225,35.2409
74.986,0.01,230,35.2305
74.99,0.01,235,35.2205
74.994,0.01,240,35.2289
74.988,0.02,-5,35.0942
74.987,0.02,-2,35.1244
74.991,0.02,0,35.097
74.987,0.02,2,35.0838
74.987,0.02,5,35.1221
74.988,0.02,10,35.1117
74.987,0.02,15,35.1803
74.986,0.02,20,35.1339
74.985,0.02,25,35.0999
74.99,0.02,30,35.1015
74.987,0.02,35,35.1339
74.989,0.02,40,35.0757
74.986,0.02,45,35.0946
74.989,0.02,50,35.0693
74.989,0.02,55,35.1001
74.987,0.02,60,35.0176
74.989,0.02,65,35.0295
74.989,0.02,70,35.0568
74.986,0.02,75,35.018
74.99,0.02,77,35.0388
74.989,0.02,79,34.9944
74.99,0.02,81,34.9897
74.99,0.02,83,35.0366
74.99,0.02,85,35.0521
74.994,0.02,86,34.9792
74.993,0.02,87,34.9963
74.994,0.02,88,35.014
74.991,0.02,89,34.9718
74.996,0.02,90,34.9594
74.994,0.02,91,34.9717
74.995,0.02,92,34.9965
74.991,0.02,93,34.9774
74.991,0.02,94,35.0324
74.99,0.02,95,34.9816
74.989,0.02,97,34.9831
74.993,0.02,99,34.9947
74.989,0.02,101,34.9465
74.99,0.02,103,34.9918
74.989,0.02,105,35.0038
74.993,0.02,110,34.9453
74.99,0.02,115,34.9318
74.984,0.02,120,34.936
74.981,0.02,125,34.8996
74.98,0.02,130,34.9083
74.982,0.02,135,34.8637
74.988,0.02,140,34.8541
74.993,0.02,145,34.8667
74.995,0.02,150,34.8847
74.998,0.02,155,34.8591
74.992,0.02,160,34.8377
75.003,0.02,165,34.8579
75.002,0.02,170,34.8298
74.992,0.02,175,34.8915
74.993,0.02,178,34.8884
74.99,0.02,180,34.9688
74.993,0.02,182,34.9367
74.984,0.02,185,34.9589
74.984,0.02,190,34.9888
74.989,0.02,195,34.9751
74.99,0.02,200,34.9644
74.992,0.02,205,34.9909
74.994,0.02,210,34.9628
74.988,0.02,215,34.978
74.984,0.02,220,34.996
74.983,0.02,225,35.012
74.983,0.02,230,35.0595
74.989,0.02,235,35.0105
74.992,0.02,240,35.0299
74.985,0.03,-5,34.9199
74.987,0.03,-2,34.9517
74.987,0.03,0,34.89
74.99,0.03,2,34.8923
74.986,0.03,5,34.9297
74.987,0.03,10,34.9028
74.984,0.03,15,34.9175
74.985,0.03,20,34.9211
74.986,0.03,25,34.9366
74.987,0.03,30,34.8974
74.987,0.03,35,34.8632
74.984,0.03,40,34.8669
74.989,0.03,45,34.8411
74.99,0.03,50,34.8422
74.986,0.03,55,34.8271
74.988,0.03,60,34.8655
74.99,0.03,65,34.8264
74.993,0.03,70,34.8254
74.988,0.03,75,34.7571
74.994,0.03,77,34.7613
74.989,0.03,79,34.7465
74.99,0.03,81,34.7741
74.989,0.03,83,34.7853
74.992,0.03,85,34.7453
74.993,0.03,86,34.7527
74.989,0.03,87,34.7789
74.992,0.03,88,34.8003
74.993,0.03,89,34.7687
74.99,0.03,90,34.7465
74.99,0.03,91,34.7751
74.989,0.03,92,34.7706
74.99,0.03,93,34.7714
74.989,0.03,94,34.7617
74.991,0.03,95,34.7591
74.993,0.03,97,34.7101
74.996,0.03,99,34.6995
74.992,0.03,101,34.7465
74.992,0.03,103,34.7326
74.988,0.03,105,34.6674
74.99,0.03,110,34.6956
74.993,0.03,115,34.6541
74.987,0.03,120,34.5774
74.992,0.03,125,34.5881
74.988,0.03,130,34.5873
74.992,0.03,135,34.5878
74.988,0.03,140,34.5953
74.993,0.03,145,34.5724
74.996,0.03,150,34.5763
74.992,0.03,155,34.5961
74.988,0.03,160,34.6591
74.987,0.03,165,34.6787
74.977,0.03,170,34.6536
74.986,0.03,175,34.6757
74.99,0.03,178,34.639
74.999,0.03,180,34.6362
74.999,0.03,182,34.6709
74.993,0.03,185,34.6963
74.991,0.03,190,34.6567
74.992,0.03,195,34.6725
74.996,0.03,200,34.7251
74.997,0.03,205,34.7575
74.992,0.03,210,34.7357
74.989,0.03,215,34.7249
74.986,0.03,220,34.7127
74.978,0.03,225,34.8117
74.99,0.03,230,34.7691
74.989,0.03,235,34.7403
74.993,0.03,240,34.8205
74.986,0.05,-5,34.228
74.988,0.05,-2,34.2398
74.987,0.05,0,34.2509
74.988,0.05,2,34.2564
74.99,0.05,5,34.2505
74.987,0.05,10,34.2681
74.985,0.05,15,34.2764
74.988,0.05,20,34.2786
74.988,0.05,25,34.262
74.987,0.05,30,34.2403
74.984,0.05,35,34.2365
74.988,0.05,40,34.1804
74.988,0.05,45,34.1689
74.987,0.05,50,34.0993
74.987,0.05,55,34.0459
74.988,0.05,60,34.0469
74.991,0.05,65,34.0393
74.993,0.05,70,33.9679
74.987,0.05,75,33.9006
74.993,0.05,77,33.8841
74.99,0.05,79,33.9427
74.991,0.05,81,33.8394
74.988,0.05,83,33.8524
74.992,0.05,85,33.8118
74.991,0.05,86,33.7881
74.992,0.05,87,33.8931
74.993,0.05,88,33.8446
74.992,0.05,89,33.8373
74.989,0.05,90,33.8872
74.991,0.05,91,33.8213
74.991,0.05,92,33.8376
74.99,0.05,93,33.8275
74.993,0.05,94,33.7875
74.996,0.05,95,33.8157
74.997,0.05,97,33.7906
74.998,0.05,99,33.7817
74.996,0.05,101,33.782
74.988,0.05,103,33.7768
74.994,0.05,105,33.8037
74.99,0.05,110,33.7165
74.992,0.05,115,33.7123
74.992,0.05,120,33.6906
74.991,0.05,125,33.6663
74.985,0.05,130,33.6741
74.989,0.05,135,33.6535
74.985,0.05,140,33.6628
74.985,0.05,145,33.6413
74.991,0.05,150,33.6955
74.989,0.05,155,33.672
74.989,0.05,160,33.6796
74.988,0.05,165,33.7153
74.99,0.05,170,33.7317
74.99,0.05,175,33.7396
74.993,0.05,178,33.743
75.002,0.05,180,33.7736
75,0.05,182,33.7826
74.988,0.05,185,33.7936
74.995,0.05,190,33.8608
74.989,0.05,195,33.8598
75.001,0.05,200,33.8604
74.99,0.05,205,33.9077
74.993,0.05,210,33.9442
74.993,0.05,215,33.9564
74.985,0.05,220,33.9666
74.987,0.05,225,33.9621
74.985,0.05,230,33.8774
74.993,0.05,235,33.8879
74.991,0.05,240,33.8391
74.988,0.07,-5,33.2544
74.987,0.07,-2,33.2533
74.989,0.07,0,33.2593
74.989,0.07,2,33.2758
74.988,0.07,5,33.271
74.993,0.07,10,33.3012
74.996,0.07,15,33.3232
74.988,0.07,20,33.3179
74.987,0.07,25,33.316
74.992,0.07,30,33.2523
74.99,0.07,35,33.2375
74.988,0.07,40,33.1772
74.986,0.07,45,33.1055
74.991,0.07,50,33.0349
74.993,0.07,55,32.9682
74.988,0.07,60,32.9094
74.987,0.07,65,32.7945
74.993,0.07,70,32.7094
74.987,0.07,75,32.6589
74.993,0.07,77,32.6096
74.993,0.07,79,32.6051
74.991,0.07,81,32.6025
74.987,0.07,83,32.6087
74.989,0.07,85,32.5646
74.995,0.07,86,32.5994
74.989,0.07,87,32.5585
74.995,0.07,88,32.5921
74.998,0.07,89,32.5383
75.001,0.07,90,32.5598
74.996,0.07,91,32.5817
74.996,0.07,92,32.5347
74.993,0.07,93,32.5754
74.991,0.07,94,32.5779
74.996,0.07,95,32.5404
74.994,0.07,97,32.5651
74.987,0.07,99,32.5428
74.992,0.07,101,32.5292
74.998,0.07,103,32.5276
74.993,0.07,105,32.5453
74.993,0.07,110,32.5007
74.995,0.07,115,32.495
74.991,0.07,120,32.5078
74.986,0.07,125,32.4945
74.981,0.07,130,32.4947
74.979,0.07,135,32.5192
74.987,0.07,140,32.4575
74.99,0.07,145,32.4799
74.996,0.07,150,32.5167
74.995,0.07,155,32.5009
74.995,0.07,160,32.488
74.998,0.07,165,32.5094
75.006,0.07,170,32.5709
75,0.07,175,32.6445
74.997,0.07,178,32.6699
74.993,0.07,180,32.7328
74.989,0.07,182,32.724
74.992,0.07,185,32.7108
74.99,0.07,190,32.8166
74.992,0.07,195,32.8213
74.991,0.07,200,32.8542
74.993,0.07,205,32.8177
74.998,0.07,210,32.818
74.998,0.07,215,32.8566
74.984,0.07,220,32.8314
74.987,0.07,225,32.7766
74.982,0.07,230,32.7224
74.998,0.07,235,32.6373
74.995,0.07,240,32.57
74.999,0.1,-5,31.4783
74.996,0.1,-2,31.5152
74.995,0.1,0,31.5238
74.993,0.1,2,31.4856
74.993,0.1,5,31.5344
74.991,0.1,10,31.5114
74.992,0.1,15,31.519
74.99,0.1,20,31.4775
74.99,0.1,25,31.441
74.991,0.1,30,31.3628
74.988,0.1,35,31.2802
74.989,0.1,40,31.188
74.987,0.1,45,31.0788
74.995,0.1,50,31.0386
74.987,0.1,55,30.8984
74.995,0.1,60,30.8215
74.989,0.1,65,30.6922
74.993,0.1,70,30.6135
74.988,0.1,75,30.5686
74.993,0.1,77,30.5314
74.99,0.1,79,30.5092
74.991,0.1,81,30.5193
74.987,0.1,83,30.525
74.991,0.1,85,30.5109
74.993,0.1,86,30.5183
74.99,0.1,87,30.5014
74.989,0.1,88,30.5436
74.991,0.1,89,30.4791
74.99,0.1,90,30.5295
74.99,0.1,91,30.5003
74.995,0.1,92,30.606
74.989,0.1,93,30.6062
74.993,0.1,94,30.6176
74.995,0.1,95,30.5603
74.99,0.1,97,30.6323
74.987,0.1,99,30.6298
74.991,0.1,101,30.6007
74.984,0.1,103,30.6338
74.987,0.1,105,30.6184
74.988,0.1,110,30.6365
74.983,0.1,115,30.7073
74.975,0.1,120,30.7415
74.975,0.1,125,30.8096
74.987,0.1,130,30.7163
74.98,0.1,135,30.8027
74.981,0.1,140,30.8079
74.99,0.1,145,30.8171
74.986,0.1,150,30.8208
74.986,0.1,155,30.8855
74.979,0.1,160,30.9063
74.993,0.1,165,30.9042
75,0.1,170,30.9205
75.005,0.1,175,30.919
75.002,0.1,178,31.0204
75.005,0.1,180,31.033
75.008,0.1,182,31.033
74.997,0.1,185,31.0667
75.008,0.1,190,31.1186
75.002,0.1,195,31.1648
75.001,0.1,200,31.165
75.001,0.1,205,31.1932
74.989,0.1,210,31.145
74.992,0.1,215,31.1197
74.981,0.1,220,31.0656
74.99,0.1,225,30.8979
75.003,0.1,230,30.7813
74.994,0.1,235,30.6946
75.001,0.1,240,30.5392
74.998,0.15,-5,28.692
74.995,0.15,-2,28.7433
74.996,0.15,0,28.733
74.994,0.15,2,28.731
74.996,0.15,5,28.7356
74.991,0.15,10,28.7096
74.998,0.15,15,28.668
74.986,0.15,20,28.6309
74.996,0.15,25,28.6
74.993,0.15,30,28.5053
74.99,0.15,35,28.4016
74.992,0.15,40,28.2365
74.994,0.15,45,28.0894
74.994,0.15,50,27.9087
74.993,0.15,55,27.7441
74.995,0.15,60,27.5599
74.993,0.15,65,27.4293
74.996,0.15,70,27.328
74.992,0.15,75,27.2414
74.993,0.15,77,27.178
74.992,0.15,79,27.2137
74.994,0.15,81,27.2294
74.994,0.15,83,27.2361
74.994,0.15,85,27.2629
74.997,0.15,86,27.2999
74.996,0.15,87,27.3309
75.004,0.15,88,27.3131
74.993,0.15,89,27.4039
74.993,0.15,90,27.4072
74.993,0.15,91,27.4025
74.992,0.15,92,27.4417
74.999,0.15,93,27.4775
74.99,0.15,94,27.5009
74.996,0.15,95,27.5441
74.986,0.15,97,27.6191
74.986,0.15,99,27.6553
74.99,0.15,101,27.6953
74.987,0.15,103,27.7127
74.984,0.15,105,27.7672
74.978,0.15,110,27.9283
74.986,0.15,115,27.9812
74.981,0.15,120,28.0752
74.987,0.15,125,28.1319
74.981,0.15,130,28.1598
74.981,0.15,135,28.2094
74.987,0.15,140,28.2374
74.982,0.15,145,28.2931
74.981,0.15,150,28.336
74.987,0.15,155,28.3541
74.98,0.15,160,28.4044
74.985,0.15,165,28.4237
74.994,0.15,170,28.4071
74.998,0.15,175,28.3913
75.002,0.15,178,28.4995
75.007,0.15,180,28.4655
75.008,0.15,182,28.5032
75.005,0.15,185,28.4936
75.016,0.15,190,28.5265
75.011,0.15,195,28.5734
75.022,0.15,200,28.5839
75.023,0.15,205,28.547
75.019,0.15,210,28.4858
75.016,0.15,215,28.3683
75.011,0.15,220,28.3126
75.007,0.15,225,28.139
75.006,0.15,230,27.8567
75.002,0.15,235,27.7978
74.999,0.15,240,27.5827
74.991,0.2,-5,26.6304
74.991,0.2,-2,26.6088
74.993,0.2,0,26.6235
74.992,0.2,2,26.6185
74.995,0.2,5,26.6402
74.996,0.2,10,26.5981
74.996,0.2,15,26.5379
74.994,0.2,20,26.5148
74.99,0.2,25,26.4269
74.997,0.2,30,26.3468
74.989,0.2,35,26.2231
74.996,0.2,40,25.9999
74.994,0.2,45,25.7652
74.99,0.2,50,25.5649
74.997,0.2,55,25.3267
74.994,0.2,60,25.0345
74.995,0.2,65,24.82
74.995,0.2,70,24.6346
74.992,0.2,75,24.5418
74.994,0.2,77,24.5161
74.999,0.2,79,24.5135
74.992,0.2,81,24.5443
74.99,0.2,83,24.5849
74.99,0.2,85,24.6205
74.999,0.2,86,24.6807
74.996,0.2,87,24.725
74.998,0.2,88,24.7464
74.994,0.2,89,24.7873
75.003,0.2,90,24.8534
74.992,0.2,91,24.8873
74.997,0.2,92,24.8846
74.996,0.2,93,24.9476
74.996,0.2,94,24.9366
74.999,0.2,95,25.0031
74.993,0.2,97,25.1216
75.004,0.2,99,25.1892
74.993,0.2,101,25.3028
74.996,0.2,103,25.3309
74.994,0.2,105,25.4207
74.993,0.2,110,25.5633
74.993,0.2,115,25.7584
74.977,0.2,120,25.9035
74.983,0.2,125,26.0327
74.986,0.2,130,26.1151
74.98,0.2,135,26.2332
74.983,0.2,140,26.2036
74.988,0.2,145,26.251
74.984,0.2,150,26.3265
74.975,0.2,155,26.3897
74.973,0.2,160,26.3722
74.981,0.2,165,26.4158
74.983,0.2,170,26.4045
74.991,0.2,175,26.3642
75.02,0.2,178,26.358
75.018,0.2,180,26.4212
75.015,0.2,182,26.4155
75.019,0.2,185,26.4362
75.014,0.2,190,26.4363
75.019,0.2,195,26.4925
75.011,0.2,200,26.4658
75.022,0.2,205,26.4612
75.01,0.2,210,26.4185
75.009,0.2,215,26.2962
75.004,0.2,220,26.2088
75.006,0.2,225,25.9973
75.007,0.2,230,25.7775
74.996,0.2,235,25.5372
75.008,0.2,240,25.1951
74.996,0.3,-5,23.4286
74.997,0.3,-2,23.4346
74.996,0.3,0,23.4397
74.994,0.3,2,23.4345
74.994,0.3,5,23.4514
75.001,0.3,10,23.3837
74.997,0.3,15,23.3889
74.996,0.3,20,23.2961
74.997,0.3,25,23.2553
74.995,0.3,30,23.1647
74.993,0.3,35,22.9716
74.993,0.3,40,22.7863
74.994,0.3,45,22.5843
74.996,0.3,50,22.2926
74.994,0.3,55,21.975
74.992,0.3,60,21.5491
74.999,0.3,65,21.1364
74.994,0.3,70,20.7751
74.994,0.3,75,20.5314
74.999,0.3,77,20.4732
74.998,0.3,79,20.5087
74.998,0.3,81,20.5646
74.996,0.3,83,20.7027
74.99,0.3,85,20.7826
75.004,0.3,86,20.7997
75,0.3,87,20.8524
75.005,0.3,88,20.9477
74.999,0.3,89,20.9755
75,0.3,90,20.9929
74.995,0.3,91,21.0483
75,0.3,92,21.0946
75.002,0.3,93,21.146
74.996,0.3,94,21.1897
75,0.3,95,21.2225
75.002,0.3,97,21.3864
74.996,0.3,99,21.499
75.002,0.3,101,21.5666
75,0.3,103,21.7429
74.998,0.3,105,21.8298
74.999,0.3,110,22.1619
74.999,0.3,115,22.4117
74.995,0.3,120,22.6558
74.997,0.3,125,22.8215
74.995,0.3,130,23.0011
74.988,0.3,135,23.1072
74.987,0.3,140,23.2082
74.984,0.3,145,23.225
74.986,0.3,150,23.2348
74.993,0.3,155,23.2858
75.002,0.3,160,23.2834
74.998,0.3,165,23.2988
74.998,0.3,170,23.337
74.998,0.3,175,23.3028
74.997,0.3,178,23.344
75.004,0.3,180,23.344
74.991,0.3,182,23.3738
74.997,0.3,185,23.4013
74.99,0.3,190,23.4233
75.005,0.3,195,23.4193
74.999,0.3,200,23.406
74.999,0.3,205,23.3446
75.001,0.3,210,23.283
74.997,0.3,215,23.2074
74.993,0.3,220,23.0482
74.996,0.3,225,22.8116
74.992,0.3,230,22.5812
74.996,0.3,235,22.2599
75.009,0.3,240,21.8684
74.994,0.5,-5,19.1862
75.001,0.5,-2,19.174
75.002,0.5,0,19.1679
74.997,0.5,2,19.1558
74.998,0.5,5,19.164
74.999,0.5,10,19.1897
74.995,0.5,15,19.1426
75.001,0.5,20,19.1076
75.001,0.5,25,19.0953
74.995,0.5,30,19.0404
74.996,0.5,35,18.9103
74.992,0.5,40,18.7686
74.993,0.5,45,18.5803
74.998,0.5,50,18.3386
74.999,0.5,55,17.9613
74.998,0.5,60,17.4793
74.997,0.5,65,16.9718
74.997,0.5,70,16.3492
74.994,0.5,75,15.8584
75,0.5,77,15.7558
74.997,0.5,79,15.823
74.996,0.5,81,15.8783
74.995,0.5,83,16.0814
74.996,0.5,85,16.233
75.005,0.5,86,16.3111
75.002,0.5,87,16.3387
75.003,0.5,88,16.3431
75,0.5,89,16.3667
75,0.5,90,16.3643
74.998,0.5,91,16.3939
74.998,0.5,92,16.424
74.998,0.5,93,16.4525
74.998,0.5,94,16.4835
74.992,0.5,95,16.5557
75,0.5,97,16.6705
75.005,0.5,99,16.8548
75,0.5,101,17.0699
75.002,0.5,103,17.3082
74.999,0.5,105,17.4719
74.999,0.5,110,17.9527
75.002,0.5,115,18.3603
74.998,0.5,120,18.6491
74.994,0.5,125,18.8463
74.995,0.5,130,19.0084
74.985,0.5,135,19.0939
74.985,0.5,140,19.1546
74.986,0.5,145,19.135
74.987,0.5,150,19.2094
74.994,0.5,155,19.1861
74.996,0.5,160,19.1452
75.001,0.5,165,19.1699
74.997,0.5,170,19.158
75.001,0.5,175,19.1701
74.997,0.5,178,19.1528
75.003,0.5,180,19.1384
75.002,0.5,182,19.2016
74.995,0.5,185,19.1638
74.996,0.5,190,19.1942
75.009,0.5,195,19.1922
75.002,0.5,200,19.2034
74.999,0.5,205,19.1649
75.001,0.5,210,19.1318
74.997,0.5,215,19.0866
74.994,0.5,220,18.9566
74.999,0.5,225,18.7756
74.998,0.5,230,18.5385
75.004,0.5,235,18.219
75.008,0.5,240,17.6937
74.997,1,-5,12.8495
74.999,1,-2,12.8629
74.999,1,0,12.8491
75.003,1,2,12.8587
74.996,1,5,12.8915
74.998,1,10,12.9279
75.004,1,15,12.9519
75.003,1,20,13.0211
74.997,1,25,13.0887
74.999,1,30,13.1513
74.993,1,35,13.2055
74.998,1,40,13.2147
74.997,1,45,13.1813
74.996,1,50,13.0575
74.998,1,55,12.8677
74.999,1,60,12.5253
75,1,65,12.0082
75.001,1,70,11.3585
75.002,1,75,10.659
75.002,1,77,10.4714
75,1,79,10.3875
74.998,1,81,10.5058
74.998,1,83,10.8708
75.009,1,85,11.2899
75.001,1,86,11.2835
74.998,1,87,11.2715
74.997,1,88,11.1391
75.002,1,89,10.9786
75.002,1,90,10.9381
74.999,1,91,10.8634
74.997,1,92,10.8809
75,1,93,10.9245
75.004,1,94,10.9597
75.001,1,95,11.0446
75.007,1,97,11.3063
75.008,1,99,11.5644
75,1,101,11.8603
75.001,1,103,12.1121
75.004,1,105,12.3411
75.003,1,110,12.8264
75.002,1,115,13.1499
74.996,1,120,13.2862
74.994,1,125,13.3754
74.992,1,130,13.3735
74.986,1,135,13.2888
74.984,1,140,13.2655
74.99,1,145,13.2092
74.995,1,150,13.1223
74.997,1,155,12.9821
75.001,1,160,12.9734
75.005,1,165,12.9077
75.001,1,170,12.9012
74.998,1,175,12.9088
75.004,1,178,12.8701
75,1,180,12.8697
75.003,1,182,12.9057
75.008,1,185,12.9166
75,1,190,12.9315
74.997,1,195,12.9557
75.002,1,200,12.9888
74.998,1,205,13.1069
74.996,1,210,13.1381
75.001,1,215,13.2114
74.999,1,220,13.2508
75.006,1,225,13.2316
75.003,1,230,13.1765
74.998,1,235,12.9577
75.008,1,240,12.5606
74.997,2,-5,6.6283
75.001,2,-2,6.635
75.001,2,0,6.6354
75,2,2,6.6452
74.999,2,5,6.6901
75.001,2,10,6.7231
74.996,2,15,6.8124
75.002,2,20,6.9267
74.998,2,25,7.0438
75.002,2,30,7.2057
74.999,2,35,7.3625
74.997,2,40,7.5415
74.998,2,45,7.6753
75,2,50,7.7906
75.001,2,55,7.8451
74.998,2,60,7.7758
74.999,2,65,7.565
74.994,2,70,7.1555
74.999,2,75,6.6047
75.005,2,77,6.3976
75,2,79,6.281
74.999,2,81,6.3682
75.001,2,83,6.746
75.005,2,85,7.4578
74.998,2,86,7.4537
74.997,2,87,7.1778
75.001,2,88,6.9247
75.002,2,89,6.7407
74.999,2,90,6.6181
74.998,2,91,6.5832
74.996,2,92,6.6091
74.999,2,93,6.6369
74.998,2,94,6.7016
75.002,2,95,6.8022
75.002,2,97,7.0088
75.005,2,99,7.2206
75.005,2,101,7.4306
74.999,2,103,7.6109
75.004,2,105,7.766
75.001,2,110,7.9693
75.007,2,115,8.0653
74.998,2,120,7.9914
74.996,2,125,7.8315
74.993,2,130,7.6277
74.991,2,135,7.5094
74.983,2,140,7.3376
74.99,2,145,7.1261
74.991,2,150,7.0008
75,2,155,6.868
75.002,2,160,6.7672
75.009,2,165,6.6996
75.002,2,170,6.6673
75.01,2,175,6.6587
75.002,2,178,6.6761
75.009,2,180,6.6568
75.009,2,182,6.6821
75.002,2,185,6.6962
75,2,190,6.7413
75.002,2,195,6.818
75,2,200,6.9195
75.005,2,205,7.0384
75.004,2,210,7.1922
74.999,2,215,7.3743
74.995,2,220,7.5422
75.005,2,225,7.6809
75.003,2,230,7.815
75.005,2,235,7.875
75.002,2,240,7.8433
74.999,3,-5,3.6678
75.001,3,-2,3.6776
75.004,3,0,3.668
75.002,3,2,3.6667
75.004,3,5,3.7043
74.999,3,10,3.7494
74.995,3,15,3.8292
75.004,3,20,3.9202
75.006,3,25,4.0552
75,3,30,4.2193
74.997,3,35,4.3955
74.998,3,40,4.6107
74.997,3,45,4.8085
74.998,3,50,5.0242
74.999,3,55,5.1593
75.004,3,60,5.2716
75.004,3,65,5.237
75.001,3,70,5.018
74.998,3,75,4.6643
74.995,3,77,4.5452
74.999,3,79,4.4229
75.003,3,81,4.4999
75.004,3,83,4.8199
75,3,85,5.6276
75.001,3,86,5.5936
75,3,87,5.2361
75.002,3,88,4.9453
74.999,3,89,4.7669
74.998,3,90,4.6603
75.001,3,91,4.6338
75.001,3,92,4.6415
74.997,3,93,4.6617
75,3,94,4.7235
75.004,3,95,4.8047
75.001,3,97,4.9435
75.001,3,99,5.0958
75.01,3,101,5.2462
75.007,3,103,5.3246
75.003,3,105,5.3866
75.002,3,110,5.4442
75.005,3,115,5.3277
75,3,120,5.1449
74.997,3,125,4.9255
74.995,3,130,4.7172
74.986,3,135,4.4608
74.987,3,140,4.293
74.987,3,145,4.099
74.993,3,150,3.976
74.998,3,155,3.8398
75.004,3,160,3.7591
75.002,3,165,3.7093
75.003,3,170,3.6879
75.003,3,175,3.696
75.01,3,178,3.6805
75.008,3,180,3.6845
75.013,3,182,3.6862
75.008,3,185,3.6947
75.006,3,190,3.7491
74.999,3,195,3.818
75.002,3,200,3.9202
75.012,3,205,4.0389
75.004,3,210,4.2166
74.996,3,215,4.3955
75.002,3,220,4.6001
75,3,225,4.8073
75.003,3,230,4.9993
75.003,3,235,5.2047
75.002,3,240,5.2705
74.996,5,-5,1.0503
74.993,5,-2,1.0458
74.995,5,0,1.053
74.999,5,2,1.0549
74.996,5,5,1.0456
74.995,5,10,1.0748
75.001,5,15,1.1389
74.996,5,20,1.2012
74.996,5,25,1.2927
74.997,5,30,1.4269
75,5,35,1.5793
74.995,5,40,1.7538
74.999,5,45,1.9536
74.997,5,50,2.1798
74.998,5,55,2.4106
75.001,5,60,2.6333
75.002,5,65,2.7717
75,5,70,2.8119
74.999,5,75,2.7088
74.999,5,77,2.6434
75,5,79,2.6226
75.001,5,81,2.6572
74.999,5,83,2.9311
75.001,5,85,3.7145
75.005,5,86,3.6761
