Temperature (K),Applied field (T),Applied field angle (°),Critical current (A)
75.003,5,87,3.2623
74.999,5,88,2.9913
74.999,5,89,2.8434
75.001,5,90,2.7692
75.001,5,91,2.7274
74.998,5,92,2.7228
75.001,5,93,2.7272
74.999,5,94,2.7581
74.997,5,95,2.7795
74.997,5,97,2.8444
74.998,5,99,2.8902
74.999,5,101,2.9095
74.998,5,103,2.9118
75.001,5,105,2.8815
75.004,5,110,2.7302
75.01,5,115,2.5095
75.006,5,120,2.256
74.999,5,125,2.02
74.991,5,130,1.8136
74.986,5,135,1.6097
74.979,5,140,1.4613
74.982,5,145,1.3103
74.986,5,150,1.2072
74.999,5,155,1.1363
75.004,5,160,1.0817
75.006,5,165,1.0455
75.01,5,170,1.0486
75.008,5,175,1.0445
75.007,5,178,1.0533
75.011,5,180,1.0661
75.008,5,182,1.057
75.012,5,185,1.0607
75.012,5,190,1.094
75.011,5,195,1.12
75.011,5,200,1.1897
75.007,5,205,1.2951
75.006,5,210,1.4235
75.002,5,215,1.565
75.003,5,220,1.7549
75,5,225,1.9551
75.005,5,230,2.1838
75.003,5,235,2.4069
75.005,5,240,2.6446
74.996,8,-5,0.0806
74.995,8,-2,0.0675
75.001,8,0,0.0873
75.003,8,2,0.0851
74.996,8,5,0.0657
74.999,8,10,0.0788
74.995,8,15,0.0911
75.004,8,20,0.0886
75.006,8,25,0.1286
75.001,8,30,0.1692
74.993,8,35,0.2232
74.992,8,40,0.2988
74.999,8,45,0.4134
75.002,8,50,0.5455
74.999,8,55,0.7213
75.016,8,60,0.9134
75.009,8,65,1.1428
74.996,8,70,1.315
74.993,8,75,1.3877
75.003,8,77,1.3952
75.005,8,79,1.4135
75.008,8,81,1.479
75.003,8,83,1.6695
75.001,8,85,2.3441
74.994,8,86,2.3189
74.994,8,87,1.9369
74.998,8,88,1.7111
74.99,8,89,1.6007
74.987,8,90,1.529
74.99,8,91,1.496
74.995,8,92,1.4696
74.991,8,93,1.4661
74.985,8,94,1.451
74.985,8,95,1.4387
75.001,8,97,1.4311
74.989,8,99,1.3964
75.007,8,101,1.351
75.005,8,103,1.2866
75.004,8,105,1.2215
74.986,8,110,1.0026
74.985,8,115,0.7827
74.995,8,120,0.5893
74.992,8,125,0.4417
74.992,8,130,0.3298
74.988,8,135,0.2403
74.974,8,140,0.1707
74.981,8,145,0.1464
74.996,8,150,0.1113
75.019,8,155,0.0891
74.982,8,160,0.0871
74.991,8,165,0.076
75.023,8,170,0.0799
75.028,8,175,0.0813
75.023,8,178,0.0849
75.016,8,180,0.0882
75.02,8,182,0.0745
75.023,8,185,0.0874
75.023,8,190,0.0808
75.019,8,195,0.0892
75.022,8,200,0.1115
75.023,8,205,0.1229
75.013,8,210,0.1555
75.023,8,215,0.2234
75.011,8,220,0.2924
75.015,8,225,0.4025
75.019,8,230,0.5201
74.992,8,235,0.732
74.999,8,240,0.9504
