Temperature (K),Applied field (T),Applied field angle (°),Critical current (A)
30.008,0.3,5,202.0182
29.989,0.3,10,202.7092
29.994,0.3,15,204.004
29.985,0.3,20,205.0594
29.99,0.3,25,206.259
29.995,0.3,30,207.9184
29.989,0.3,35,208.9863
29.989,0.3,40,210.7113
29.982,0.3,45,212.1575
29.999,0.3,50,212.77
29.984,0.3,55,214.2327
30.005,0.3,60,214.9759
29.994,0.3,65,215.8287
29.994,0.3,70,215.9961
29.986,0.3,75,216.7403
29.991,0.3,77,216.5564
29.981,0.3,79,216.8626
29.996,0.3,81,216.8293
29.994,0.3,83,216.6643
29.989,0.3,85,216.3421
29.991,0.3,86,216.4533
29.992,0.3,87,216.4068
29.989,0.3,88,216.5587
29.992,0.3,89,216.3519
29.997,0.3,90,216.1346
29.981,0.3,91,216.0033
29.991,0.3,92,215.672
29.982,0.3,93,215.7396
29.989,0.3,94,215.5424
30.001,0.3,95,215.2813
29.98,0.3,97,214.7764
29.98,0.3,99,214.3331
29.992,0.3,101,213.4636
29.986,0.3,103,213.1407
30.012,0.3,105,212.7737
29.997,0.3,110,210.3605
29.988,0.3,115,208.4958
30,0.3,120,206.7891
29.994,0.3,125,204.9328
30.008,0.3,130,203.5582
29.997,0.3,135,201.6835
29.997,0.3,140,200.1373
30.003,0.3,145,198.7112
29.998,0.3,150,197.5529
29.982,0.3,155,197.1106
29.988,0.3,160,196.1359
29.998,0.3,165,196.043
29.993,0.3,170,195.5652
30.005,0.3,175,195.6112
29.996,0.3,178,195.9431
30,0.3,180,196.0772
30.007,0.3,182,196.3411
30.005,0.3,185,196.9266
29.992,0.3,190,197.5872
29.983,0.3,195,198.66
29.989,0.3,200,199.7895
29.997,0.3,205,201.2889
30,0.3,210,202.7017
29.993,0.3,215,204.4256
29.988,0.3,220,206.2001
29.987,0.3,225,207.6643
29.999,0.3,230,208.9729
29.995,0.3,235,210.9187
29.998,0.3,240,212.279
29.98,0.5,-5,173.2673
29.985,0.5,-2,173.5962
29.984,0.5,0,174.1465
29.986,0.5,2,174.5088
29.985,0.5,5,175.4707
29.986,0.5,10,177.1545
29.978,0.5,15,179.4647
29.988,0.5,20,181.6048
29.995,0.5,25,184.7524
29.99,0.5,30,187.6074
29.982,0.5,35,190.9953
29.981,0.5,40,194.1778
29.98,0.5,45,198.0087
29.975,0.5,50,201.4195
29.981,0.5,55,204.2772
29.975,0.5,60,207.256
29.985,0.5,65,209.6138
29.996,0.5,70,211.3997
29.989,0.5,75,212.3655
29.981,0.5,77,213.0549
29.991,0.5,79,213.4688
29.981,0.5,81,213.3903
29.988,0.5,83,213.1013
29.986,0.5,85,213.0951
29.983,0.5,86,213.2568
29.98,0.5,87,213.102
29.99,0.5,88,213.0652
29.99,0.5,89,212.7788
29.982,0.5,90,212.4755
29.972,0.5,91,212.0683
29.983,0.5,92,211.651
29.981,0.5,93,211.4197
29.981,0.5,94,210.9822
29.991,0.5,95,210.6583
29.988,0.5,97,209.289
29.989,0.5,99,208.4378
29.984,0.5,101,206.9888
29.985,0.5,103,205.8175
29.975,0.5,105,204.7451
29.987,0.5,110,200.0408
29.981,0.5,115,196.0527
29.989,0.5,120,192.177
29.978,0.5,125,188.0401
29.988,0.5,130,184.6625
29.982,0.5,135,181.1762
29.987,0.5,140,177.8485
29.979,0.5,145,175.0891
29.976,0.5,150,172.824
29.988,0.5,155,171.1741
29.982,0.5,160,169.6787
29.979,0.5,165,168.5226
29.989,0.5,170,168.3951
29.981,0.5,175,168.5238
29.991,0.5,178,168.6796
29.989,0.5,180,169.051
29.989,0.5,182,169.5961
29.988,0.5,185,169.4958
29.985,0.5,190,171.0793
29.984,0.5,195,173.1561
29.972,0.5,200,175.1467
29.986,0.5,205,177.6155
29.99,0.5,210,181.0441
29.987,0.5,215,184.19
29.984,0.5,220,187.6168
29.977,0.5,225,191.1433
29.985,0.5,230,195.0857
29.992,0.5,235,198.7862
29.979,0.5,240,202.6261
29.991,1,-5,118.747
29.984,1,-2,119.4055
29.992,1,0,119.7755
29.987,1,2,120.2233
29.991,1,5,120.7907
29.994,1,10,122.4892
29.993,1,15,124.4311
30,1,20,126.8591
29.992,1,25,129.6179
30.003,1,30,132.7644
29.99,1,35,137.0111
29.995,1,40,141.8466
29.997,1,45,148.1741
29.986,1,50,155.3589
29.992,1,55,164.0546
29.992,1,60,173.0872
29.976,1,65,182.842
29.975,1,70,191.6864
29.989,1,75,198.7527
29.979,1,77,200.1332
29.986,1,79,201.8264
29.985,1,81,202.7949
29.988,1,83,203.3508
29.993,1,85,203.2482
29.988,1,86,203.037
29.982,1,87,202.6931
29.985,1,88,202.4442
29.983,1,89,201.9958
29.979,1,90,201.1645
29.985,1,91,200.4251
29.993,1,92,199.5271
29.982,1,93,198.3821
29.978,1,94,197.5122
29.993,1,95,195.8528
29.981,1,97,192.7187
29.993,1,99,189.8825
29.976,1,101,186.0601
29.99,1,103,182.3564
29.985,1,105,178.6406
29.984,1,110,168.7196
29.986,1,115,159.19
29.99,1,120,151.0704
29.994,1,125,144.0529
30.001,1,130,138.1513
29.988,1,135,132.5316
29.99,1,140,128.9064
29.99,1,145,125.2642
30.007,1,150,122.9272
29.992,1,155,120.8548
29.997,1,160,118.9072
30.014,1,165,118.1573
30.006,1,170,117.4272
30.002,1,175,117.1334
30.006,1,178,117.5701
30.006,1,180,117.7763
29.993,1,182,118.1225
30.003,1,185,118.5911
30.008,1,190,119.8534
29.998,1,195,121.5219
30.002,1,200,123.6475
29.992,1,205,126.0234
29.997,1,210,128.9635
29.992,1,215,132.4902
29.99,1,220,137.2418
29.991,1,225,142.6064
30,1,230,149.142
29.986,1,235,157.0566
30.001,1,240,165.7192
29.994,2,-5,73.4017
29.992,2,-2,73.4461
29.989,2,0,73.6102
29.994,2,2,73.7369
30.003,2,5,74.0217
29.998,2,10,74.5879
29.996,2,15,75.5637
29.993,2,20,76.7638
30.001,2,25,78.1461
30.001,2,30,80.1739
29.995,2,35,82.6218
29.992,2,40,85.7757
30.006,2,45,89.6148
29.997,2,50,94.7791
29.992,2,55,101.6721
29.999,2,60,110.5928
30.001,2,65,122.8725
29.995,2,70,140.4685
29.989,2,75,162.1531
29.98,2,77,170.8859
29.975,2,79,178.2778
29.983,2,81,184.1436
29.988,2,83,187.3596
29.989,2,85,188.8483
29.977,2,86,188.0126
29.984,2,87,186.9235
29.994,2,88,185.6129
29.984,2,89,184.0891
29.989,2,90,181.2343
29.983,2,91,178.6338
29.973,2,92,175.3747
29.985,2,93,172.0729
29.975,2,94,168.2154
29.981,2,95,163.8035
29.988,2,97,155.3472
29.983,2,99,146.8284
29.993,2,101,139.3529
29.982,2,103,131.9904
29.989,2,105,125.6852
29.991,2,110,113.0711
29.989,2,115,103.4377
29.988,2,120,96.2497
29.988,2,125,90.8423
29.991,2,130,86.3206
29.991,2,135,82.5665
29.994,2,140,79.8551
29.988,2,145,77.7796
29.999,2,150,76.4831
29.997,2,155,75.2591
29.994,2,160,74.2011
30,2,165,73.4697
30.008,2,170,73.2664
30.006,2,175,73.013
30,2,178,73.1875
30.003,2,180,73.1817
29.994,2,182,73.4117
30,2,185,73.6941
29.997,2,190,74.2665
30.009,2,195,75.057
29.996,2,200,75.9861
30.003,2,205,77.3703
29.995,2,210,79.346
30.003,2,215,81.5755
29.994,2,220,84.476
29.993,2,225,88.6286
29.998,2,230,93.3242
29.994,2,235,99.7977
30.001,2,240,108.0516
29.989,3,-5,54.136
29.994,3,-2,54.0886
29.997,3,0,54.213
29.997,3,2,54.2294
29.993,3,5,54.2975
30.001,3,10,54.4587
29.999,3,15,54.6678
30.001,3,20,55.1801
29.994,3,25,56.0405
29.996,3,30,57.2115
29.991,3,35,58.5458
29.99,3,40,60.4779
29.993,3,45,63.0675
29.997,3,50,66.4012
29.996,3,55,71.1154
30.001,3,60,77.3433
30,3,65,86.6412
30,3,70,101.1728
29.995,3,75,125.3749
29.987,3,77,138.4537
29.981,3,79,153.3286
29.982,3,81,166.5924
29.986,3,83,175.2435
29.987,3,85,178.662
29.982,3,86,177.8519
29.992,3,87,176.5061
29.988,3,88,173.1454
29.989,3,89,169.1443
29.99,3,90,164.3938
29.985,3,91,158.5426
29.982,3,92,152.5288
29.98,3,93,145.4231
29.987,3,94,138.8036
29.977,3,95,132.8821
29.98,3,97,121.093
29.992,3,99,111.2152
29.991,3,101,103.1995
30.001,3,103,96.3367
29.999,3,105,90.7927
29.998,3,110,80.3162
30.001,3,115,73.1713
29.993,3,120,68.3493
29.989,3,125,64.2679
29.991,3,130,61.1464
29.987,3,135,59.4068
29.988,3,140,57.1539
30,3,145,56.2007
29.996,3,150,55.4771
30.004,3,155,54.3962
29.996,3,160,54.3545
30.003,3,165,54.0159
30.009,3,170,53.9453
30.003,3,175,54.0192
29.992,3,178,54.0006
30.005,3,180,53.937
30.008,3,182,53.9429
30.001,3,185,54.1702
29.995,3,190,54.2834
29.991,3,195,54.5582
30.003,3,200,55.0864
29.999,3,205,55.8324
30.004,3,210,56.9237
30.004,3,215,58.422
29.993,3,220,60.0776
29.993,3,225,62.8049
30.002,3,230,66.1872
29.994,3,235,70.3821
29.999,3,240,76.6532
29.979,5,-5,36.4602
29.989,5,-2,36.5101
29.999,5,0,36.4792
29.996,5,2,36.4984
30.005,5,5,36.3795
29.998,5,10,36.2077
29.997,5,15,36.0524
29.997,5,20,35.995
29.996,5,25,36.2264
30.004,5,30,36.6217
29.994,5,35,37.1757
30,5,40,38.0023
29.997,5,45,39.1491
30.015,5,50,40.5772
29.985,5,55,42.9126
29.998,5,60,46.0579
30.002,5,65,51.1132
29.986,5,70,59.6537
29.992,5,75,76.5777
29.992,5,77,88.3401
30.006,5,79,105.5102
29.997,5,81,129.1188
29.992,5,83,153.4801
29.987,5,85,166.5176
29.993,5,86,165.7464
29.992,5,87,159.1975
29.982,5,88,154.1361
29.985,5,89,145.1601
29.983,5,90,133.8482
29.993,5,91,122.4451
29.99,5,92,111.6873
29.988,5,93,102.2893
29.988,5,94,94.8119
29.996,5,95,87.8116
29.993,5,97,76.7893
29.99,5,99,68.6021
30.001,5,101,62.6859
30,5,103,58.1337
29.999,5,105,54.5479
29.992,5,110,48.316
29.998,5,115,44.5926
29.989,5,120,42.0849
30.001,5,125,39.8658
30,5,130,38.4387
30.002,5,135,37.6031
29.999,5,140,36.5606
29.997,5,145,36.4481
30.004,5,150,35.9662
29.997,5,155,35.9353
30.008,5,160,35.9671
29.995,5,165,35.9821
30.012,5,170,36.3233
29.999,5,175,36.5508
30.003,5,178,36.4809
30.002,5,180,36.4684
29.998,5,182,36.2458
30.006,5,185,36.2056
29.987,5,190,36.1037
29.997,5,195,36.0101
30.001,5,200,35.9874
30.005,5,205,36.1618
29.995,5,210,36.5283
30,5,215,37.2113
29.994,5,220,37.8985
29.999,5,225,39.0107
29.994,5,230,40.7756
29.993,5,235,42.7415
30.004,5,240,46.0335
29.99,8,-5,25.3016
29.994,8,-2,25.2562
29.999,8,0,25.2621
29.996,8,2,25.1434
30,8,5,24.887
30.004,8,10,24.6414
30.001,8,15,24.4655
30.002,8,20,24.3388
29.999,8,25,24.3114
29.994,8,30,24.4306
29.999,8,35,24.678
30.002,8,40,24.9941
29.996,8,45,25.4007
30.006,8,50,26.0686
29.996,8,55,26.7768
30.001,8,60,28.0964
29.996,8,65,30.352
29.997,8,70,34.4386
30.003,8,75,43.848
29.993,8,77,51.2257
30.001,8,79,63.7211
29.997,8,81,84.1997
29.993,8,83,117.5458
29.986,8,85,152.9321
29.992,8,86,155.1614
30,8,87,147.0832
29.986,8,88,132.8954
29.997,8,89,116.1992
29.985,8,90,99.6539
29.994,8,91,85.1911
29.999,8,92,74.69
29.996,8,93,65.5114
29.994,8,94,58.8651
29.982,8,95,53.2003
29.992,8,97,45.361
29.994,8,99,40.2153
29.998,8,101,36.8376
29.989,8,103,34.2704
29.995,8,105,32.4683
29.996,8,110,29.5563
30,8,115,27.8308
29.985,8,120,26.6926
29.986,8,125,25.8596
30.003,8,130,25.4112
29.986,8,135,24.9518
30.003,8,140,24.3855
30.001,8,145,24.4154
29.989,8,150,24.4333
29.997,8,155,24.5896
30.013,8,160,24.6111
30.003,8,165,24.9207
30.019,8,170,25.1657
30.018,8,175,25.0845
30.019,8,178,25.1421
30.015,8,180,25.1463
30.008,8,182,24.9511
30.022,8,185,24.8394
30.017,8,190,24.5804
30.016,8,195,24.4265
30.012,8,200,24.2938
30.003,8,205,24.2601
30.001,8,210,24.4196
29.999,8,215,24.7202
29.995,8,220,24.927
30.005,8,225,25.3798
30,8,230,26.0069
30.003,8,235,26.8385
29.994,8,240,28.1531
