Temperature (K),Applied field (T),Applied field angle (°),Critical current (A)
19.99,0.1,101,274.8944
20,0.1,103,274.8216
19.988,0.1,105,274.8777
19.993,0.1,110,274.19
19.993,0.1,115,273.5435
19.987,0.1,120,273.2037
19.986,0.1,125,273.0577
19.995,0.1,130,273.0021
19.998,0.1,135,272.7967
19.991,0.1,140,272.4977
19.992,0.1,145,272.3032
19.997,0.1,150,272.3935
19.99,0.1,155,272.3447
19.985,0.1,160,272.1134
19.989,0.1,165,272.1353
19.98,0.1,170,272.4985
19.989,0.1,175,272.0053
19.982,0.1,178,272.459
19.984,0.1,180,272.4178
19.979,0.1,182,272.6938
19.982,0.1,185,272.6503
19.983,0.1,190,272.7791
19.994,0.1,195,273.4644
19.981,0.1,200,273.2279
19.981,0.1,205,274.3182
19.987,0.1,210,274.0575
19.994,0.1,215,274.7286
19.988,0.1,220,275.2785
19.986,0.1,225,275.1813
19.989,0.1,230,275.8338
19.994,0.1,235,276.0763
19.987,0.1,240,276.4611
19.986,0.15,-5,272.5689
19.988,0.15,-2,272.6362
19.991,0.15,0,273.0226
19.986,0.15,2,273.1721
19.985,0.15,5,272.9334
19.99,0.15,10,273.4208
19.991,0.15,15,274.1485
19.985,0.15,20,274.5069
19.991,0.15,25,274.7322
19.99,0.15,30,274.9198
19.991,0.15,35,275.1631
19.982,0.15,40,275.2737
19.992,0.15,45,275.4274
19.991,0.15,50,275.7089
19.992,0.15,55,275.7243
19.987,0.15,60,275.4742
19.988,0.15,65,275.1736
19.999,0.15,70,275.3341
19.997,0.15,75,274.9828
19.994,0.15,77,275.2259
19.991,0.15,79,275.3033
19.991,0.15,81,275.3282
19.977,0.15,83,275.1327
19.988,0.15,85,275.2794
19.98,0.15,86,275.2042
19.99,0.15,87,275.4628
19.995,0.15,88,275.0738
19.992,0.15,89,275.2617
19.994,0.15,90,275.3626
19.994,0.15,91,275.2761
19.984,0.15,92,275.0584
19.981,0.15,93,274.8753
19.99,0.15,94,274.8758
19.993,0.15,95,274.6933
19.991,0.15,97,274.6207
19.99,0.15,99,274.4148
19.998,0.15,101,273.7459
19.986,0.15,103,273.8236
19.982,0.15,105,273.6548
19.989,0.15,110,271.892
19.986,0.15,115,271.5606
19.987,0.15,120,270.9222
19.995,0.15,125,270.1114
19.989,0.15,130,269.1329
19.998,0.15,135,268.9047
19.984,0.15,140,268.5902
19.988,0.15,145,268.1891
19.986,0.15,150,267.9608
19.984,0.15,155,268.2666
20,0.15,160,268.169
19.994,0.15,165,268.4266
19.999,0.15,170,268.4108
19.985,0.15,175,268.5062
19.99,0.15,178,269.0179
19.988,0.15,180,269.0114
19.992,0.15,182,269.3031
19.986,0.15,185,269.4925
19.99,0.15,190,269.9733
19.984,0.15,195,270.2133
19.995,0.15,200,271.326
19.98,0.15,205,271.8344
19.99,0.15,210,272.3119
19.99,0.15,215,272.7715
19.997,0.15,220,273.5844
19.99,0.15,225,274.263
19.982,0.15,230,274.7307
19.994,0.15,235,275.4003
19.987,0.15,240,275.7886
19.985,0.2,-5,269.7659
19.986,0.2,-2,270.0071
19.983,0.2,0,270.1604
19.99,0.2,2,270.836
19.987,0.2,5,270.655
19.979,0.2,10,271.35
19.985,0.2,15,271.6349
19.997,0.2,20,272.3133
19.984,0.2,25,272.9352
19.996,0.2,30,273.4332
19.982,0.2,35,273.9354
19.987,0.2,40,274.4277
19.983,0.2,45,274.9714
19.988,0.2,50,275.005
19.993,0.2,55,275.2435
19.989,0.2,60,275.3635
19.994,0.2,65,275.2938
19.984,0.2,70,275.0617
19.985,0.2,75,274.7631
19.981,0.2,77,275.1695
19.995,0.2,79,274.9394
19.981,0.2,81,274.9496
19.987,0.2,83,274.6729
19.996,0.2,85,274.4729
19.989,0.2,86,275.0487
19.99,0.2,87,274.9443
19.996,0.2,88,274.8561
19.992,0.2,89,274.9234
19.986,0.2,90,274.6626
19.991,0.2,91,274.6174
19.98,0.2,92,274.5486
19.977,0.2,93,274.3691
19.981,0.2,94,274.317
19.985,0.2,95,274.0144
19.99,0.2,97,273.5197
19.992,0.2,99,273.0877
19.992,0.2,101,272.8032
19.984,0.2,103,272.6446
19.993,0.2,105,272.2934
20,0.2,110,270.291
20,0.2,115,268.7956
19.999,0.2,120,268.217
19.999,0.2,125,267.1194
19.986,0.2,130,266.4784
19.991,0.2,135,265.859
19.995,0.2,140,264.8905
19.988,0.2,145,264.2457
20,0.2,150,263.7383
19.978,0.2,155,263.573
19.983,0.2,160,263.8438
19.984,0.2,165,263.8586
19.983,0.2,170,263.8734
19.991,0.2,175,264.2386
19.986,0.2,178,264.5912
19.979,0.2,180,264.9827
19.992,0.2,182,265.2389
20,0.2,185,265.7556
19.985,0.2,190,266.3451
19.992,0.2,195,266.9903
19.986,0.2,200,267.933
19.992,0.2,205,268.6686
19.988,0.2,210,269.8889
19.984,0.2,215,271.0746
19.996,0.2,220,271.8057
19.989,0.2,225,272.8693
19.987,0.2,230,273.5667
19.981,0.2,235,274.4483
19.986,0.2,240,275.2398
19.979,0.3,-5,261.1273
19.992,0.3,-2,261.6431
20.002,0.3,0,262.1904
19.989,0.3,2,262.3792
19.987,0.3,5,262.8821
19.998,0.3,10,263.896
20.002,0.3,15,265.2059
19.99,0.3,20,266.3768
20.006,0.3,25,267.7468
20.006,0.3,30,268.8416
19.984,0.3,35,270.2892
19.995,0.3,40,271.5321
19.988,0.3,45,272.5985
19.994,0.3,50,273.4779
19.994,0.3,55,273.9715
20,0.3,60,274.2153
19.997,0.3,65,274.3565
19.995,0.3,70,274.289
19.994,0.3,75,273.9855
19.981,0.3,77,274.519
19.991,0.3,79,274.286
19.991,0.3,81,274.0529
19.976,0.3,83,274.3748
20.003,0.3,85,273.536
19.982,0.3,86,274.1256
19.99,0.3,87,273.9406
19.993,0.3,88,274.1199
19.984,0.3,89,273.679
19.981,0.3,90,273.4701
19.989,0.3,91,273.1636
19.994,0.3,92,273.4285
19.985,0.3,93,272.9379
19.988,0.3,94,272.9891
19.99,0.3,95,272.8246
19.98,0.3,97,271.5608
19.99,0.3,99,271.2857
19.988,0.3,101,270.2995
19.983,0.3,103,269.5455
19.988,0.3,105,268.9001
19.993,0.3,110,266.0498
19.985,0.3,115,263.754
19.987,0.3,120,262.2177
19.985,0.3,125,260.6846
19.988,0.3,130,259.2209
19.992,0.3,135,257.5263
19.984,0.3,140,256.0469
19.994,0.3,145,255.1528
19.982,0.3,150,254.2486
19.995,0.3,155,253.6989
20,0.3,160,253.2082
19.986,0.3,165,253.4332
19.979,0.3,170,252.8636
19.99,0.3,175,253.4545
19.977,0.3,178,254.0447
19.977,0.3,180,254.234
19.983,0.3,182,255.2151
19.992,0.3,185,255.7112
19.986,0.3,190,257.069
19.983,0.3,195,258.192
19.983,0.3,200,259.7779
19.98,0.3,205,261.7563
19.975,0.3,210,263.6683
19.982,0.3,215,265.4982
19.982,0.3,220,267.1963
19.983,0.3,225,269.0801
19.981,0.3,230,270.3954
19.988,0.3,235,271.9259
19.995,0.3,240,272.8056
19.98,0.5,-5,235.5126
19.985,0.5,-2,237.0007
19.98,0.5,0,237.063
19.981,0.5,2,238.0746
19.98,0.5,5,238.6944
19.981,0.5,10,241.2036
19.982,0.5,15,243.7833
19.981,0.5,20,246.487
19.982,0.5,25,249.8257
19.981,0.5,30,253.0992
19.984,0.5,35,256.1351
19.982,0.5,40,259.2972
19.981,0.5,45,262.5643
19.981,0.5,50,265.2264
19.986,0.5,55,267.6191
19.985,0.5,60,269.2373
19.982,0.5,65,271.032
19.982,0.5,70,271.3875
19.981,0.5,75,271.5328
19.982,0.5,77,271.706
19.983,0.5,79,271.2195
19.984,0.5,81,270.9513
19.981,0.5,83,270.4611
19.987,0.5,85,269.9945
19.986,0.5,86,270.7324
19.984,0.5,87,270.4759
19.984,0.5,88,270.238
19.983,0.5,89,269.5472
19.982,0.5,90,269.6932
19.984,0.5,91,269.061
19.986,0.5,92,268.9369
19.984,0.5,93,268.565
19.981,0.5,94,268.3981
19.982,0.5,95,267.6088
19.982,0.5,97,265.5098
19.985,0.5,99,264.4246
19.983,0.5,101,263.0236
19.985,0.5,103,261.653
19.98,0.5,105,260.2335
19.98,0.5,110,254.9686
19.981,0.5,115,251.2418
19.979,0.5,120,246.967
19.98,0.5,125,243.8128
19.982,0.5,130,239.4868
19.983,0.5,135,236.3062
19.977,0.5,140,233.774
19.983,0.5,145,230.6669
19.977,0.5,150,228.9332
19.984,0.5,155,226.9176
19.979,0.5,160,226.5532
19.98,0.5,165,226.0273
19.984,0.5,170,225.963
19.976,0.5,175,225.9702
19.98,0.5,178,226.7409
19.976,0.5,180,226.8618
19.976,0.5,182,227.7471
19.981,0.5,185,228.1811
19.981,0.5,190,231.1344
19.983,0.5,195,234.2512
19.975,0.5,200,237.2671
19.984,0.5,205,240.7717
19.973,0.5,210,244.7887
19.98,0.5,215,248.4061
19.983,0.5,220,252.5793
19.988,0.5,225,256.0493
19.982,0.5,230,259.9803
19.984,0.5,235,263.1675
19.983,0.5,240,265.8204
19.98,1,-5,166.2509
19.983,1,-2,167.0771
19.984,1,0,167.8297
19.984,1,2,168.109
19.979,1,5,169.8591
19.976,1,10,173.0807
19.978,1,15,176.4274
19.979,1,20,180.6565
19.983,1,25,186.0798
19.976,1,30,191.9932
19.979,1,35,199.014
19.976,1,40,207.2792
19.977,1,45,215.5615
19.978,1,50,225.6672
19.982,1,55,235.3826
19.982,1,60,244.8543
19.981,1,65,253.2719
19.985,1,70,259.2626
19.985,1,75,263.2432
19.982,1,77,264.2372
19.983,1,79,264.5364
19.983,1,81,264.3762
19.985,1,83,263.7783
19.986,1,85,263.5456
19.983,1,86,263.4538
19.981,1,87,262.7488
19.986,1,88,262.1168
19.986,1,89,261.1026
19.985,1,90,260.5554
19.982,1,91,259.807
19.982,1,92,258.5349
19.983,1,93,257.5843
19.983,1,94,256.357
19.985,1,95,254.8056
19.986,1,97,250.6749
19.984,1,99,246.8824
19.98,1,101,244.1717
19.982,1,103,240.731
19.985,1,105,236.9101
19.986,1,110,226.6307
19.974,1,115,217.3848
19.979,1,120,208.2648
19.98,1,125,199.3075
19.975,1,130,191.4104
19.977,1,135,184.5301
19.981,1,140,179.0777
19.983,1,145,174.1422
19.986,1,150,170.0395
19.985,1,155,166.7645
19.982,1,160,164.5586
19.985,1,165,162.4802
19.985,1,170,161.9805
19.983,1,175,162.0706
19.984,1,178,162.7828
19.99,1,180,163.3251
19.997,1,182,163.9768
19.992,1,185,165.0213
19.987,1,190,167.0932
19.988,1,195,170.4529
19.987,1,200,174.5547
19.985,1,205,179.0573
19.986,1,210,184.7043
19.985,1,215,190.5947
19.99,1,220,198.1992
19.982,1,225,206.7947
19.986,1,230,216.3938
19.979,1,235,227.0449
19.978,1,240,236.7929
19.986,2,-5,99.7244
19.988,2,-2,99.9822
19.993,2,0,100.257
19.989,2,2,100.6838
19.991,2,5,101.2542
19.992,2,10,102.6656
19.991,2,15,104.3492
19.995,2,20,106.7234
19.994,2,25,109.5969
19.987,2,30,113.2637
19.986,2,35,118.2719
19.984,2,40,124.2894
19.989,2,45,132.2214
19.992,2,50,142.1045
19.981,2,55,155.0583
19.979,2,60,171.7574
19.975,2,65,192.6246
19.979,2,70,215.8036
19.98,2,75,236.3577
19.985,2,77,242.8517
19.986,2,79,247.4936
19.983,2,81,250.1958
19.986,2,83,251.2186
19.984,2,85,249.2345
19.981,2,86,249.3044
19.988,2,87,247.6774
19.987,2,88,244.9306
19.985,2,89,244.2253
19.985,2,90,241.4558
19.981,2,91,239.6832
19.983,2,92,236.4659
19.983,2,93,233.4201
19.985,2,94,229.8134
19.986,2,95,227.1969
19.987,2,97,218.1488
19.981,2,99,210.4392
19.98,2,101,202.0137
19.982,2,103,194.0306
19.98,2,105,185.359
19.975,2,110,168.1872
19.981,2,115,153.8038
19.981,2,120,141.3483
19.986,2,125,131.7878
19.982,2,130,123.7537
19.99,2,135,117.0996
19.988,2,140,112.568
19.995,2,145,108.5988
20.001,2,150,105.4594
19.995,2,155,103.4257
19.999,2,160,101.4062
19.992,2,165,99.6352
19.996,2,170,99.445
19.993,2,175,99.3112
20,2,178,99.4516
19.994,2,180,98.5789
19.997,2,182,99.8597
19.999,2,185,100.5658
19.996,2,190,101.8813
20.003,2,195,103.3854
19.993,2,200,105.6058
20.002,2,205,108.2579
19.993,2,210,111.9874
19.995,2,215,116.4056
20.001,2,220,122.2453
19.997,2,225,129.525
19.998,2,230,138.8165
19.997,2,235,150.7067
19.989,2,240,165.9545
19.985,3,-5,72.4956
19.989,3,-2,72.6826
19.988,3,0,72.731
19.991,3,2,72.8692
19.999,3,5,73.0619
19.997,3,10,73.7532
19.992,3,15,74.568
20,3,20,75.7987
19.995,3,25,77.4783
19.993,3,30,79.6915
19.996,3,35,82.8043
19.997,3,40,86.9715
19.995,3,45,91.8285
19.991,3,50,99.423
19.994,3,55,108.593
19.991,3,60,121.9119
19.987,3,65,140.2484
19.98,3,70,166.5241
19.984,3,75,201.3797
19.978,3,77,215.6638
19.986,3,79,227.4843
19.983,3,81,236.0215
19.984,3,83,240.155
19.986,3,85,239.9408
19.981,3,86,238.3206
19.984,3,87,235.8967
19.982,3,88,233.5691
19.987,3,89,229.4331
19.988,3,90,225.1162
19.989,3,91,220.4539
19.985,3,92,215.1511
19.981,3,93,210.2771
19.98,3,94,204.9319
19.985,3,95,199.238
19.983,3,97,186.3264
19.98,3,99,174.4916
19.983,3,101,162.6433
19.988,3,103,152.3342
19.989,3,105,144.01
19.984,3,110,125.5009
19.992,3,115,111.6834
19.99,3,120,101.646
19.994,3,125,94.0117
19.995,3,130,88.1167
19.991,3,135,84.1425
19.997,3,140,80.0707
19.991,3,145,77.803
19.993,3,150,75.8641
19.993,3,155,74.5384
20,3,160,72.9769
19.995,3,165,72.878
19.99,3,170,72.5826
19.995,3,175,71.9528
19.998,3,178,72.0846
19.992,3,180,72.6359
19.993,3,182,72.6553
19.999,3,185,72.7784
19.995,3,190,73.5602
19.992,3,195,74.1063
19.998,3,200,75.5051
19.995,3,205,77.2281
19.992,3,210,79.0258
19.996,3,215,82.5469
20,3,220,86.5204
20.001,3,225,91.8308
20,3,230,98.6689
19.993,3,235,107.7413
20,3,240,120.2785
19.994,5,-5,48.7775
19.997,5,-2,48.4556
19.996,5,0,48.5109
19.997,5,2,48.541
19.997,5,5,48.6072
19.992,5,10,48.3748
19.993,5,15,48.6925
19.998,5,20,49.0421
19.997,5,25,49.6484
20,5,30,50.5433
19.998,5,35,51.9541
20,5,40,53.8002
19.998,5,45,56.4834
19.996,5,50,60.3799
19.993,5,55,65.4722
19.997,5,60,73.2174
19.991,5,65,84.8012
19.991,5,70,103.8096
19.993,5,75,135.9326
19.981,5,77,155.0927
19.98,5,79,176.9276
19.98,5,81,203.4503
19.99,5,83,220.4229
19.985,5,85,226.5
19.988,5,86,224.5514
19.985,5,87,219.1437
19.991,5,88,214.4719
19.985,5,89,207.9709
19.985,5,90,199.6467
19.986,5,91,190.1747
19.987,5,92,179.6042
19.982,5,93,168.982
19.979,5,94,160.2243
19.982,5,95,150.1903
19.982,5,97,133.7234
19.982,5,99,120.4434
19.993,5,101,108.8402
19.993,5,103,99.9139
19.995,5,105,92.3178
19.993,5,110,77.8701
19.994,5,115,68.8508
19.997,5,120,62.563
19.994,5,125,57.8718
19.992,5,130,55.1245
19.996,5,135,52.8146
19.996,5,140,50.9461
19.992,5,145,50.0435
19.991,5,150,49.1422
19.993,5,155,48.6308
19.99,5,160,48.6465
19.994,5,165,48.5657
19.992,5,170,48.6313
19.992,5,175,48.6848
20,5,178,48.7452
19.998,5,180,48.7961
20.003,5,182,48.5556
19.996,5,185,48.3911
20.006,5,190,48.6618
20.002,5,195,48.5376
19.997,5,200,48.999
19.995,5,205,49.6368
19.999,5,210,50.6824
20.002,5,215,51.9005
20.001,5,220,54.098
20,5,225,56.4552
20,5,230,60.2764
20.005,5,235,65.4758
20.002,5,240,73.4109
19.993,8,-5,33.9143
19.989,8,-2,33.8416
19.991,8,0,33.7679
19.999,8,2,34.019
19.999,8,5,33.6367
20.003,8,10,33.6319
19.996,8,15,33.4108
20,8,20,33.3099
19.998,8,25,33.5648
20.001,8,30,33.8537
19.995,8,35,34.2654
19.999,8,40,34.9148
19.999,8,45,36.1979
19.996,8,50,37.8322
19.994,8,55,40.1995
19.999,8,60,44.1231
19.994,8,65,50.3235
19.993,8,70,60.9376
19.99,8,75,81.3191
19.99,8,77,96.2215
19.991,8,79,116.93
19.985,8,81,145.5377
19.978,8,83,183.753
19.985,8,85,210.2264
19.988,8,86,211.9821
19.987,8,87,207.4059
19.985,8,88,196.9841
19.987,8,89,186.2123
19.982,8,90,170.0655
19.982,8,91,153.0693
19.985,8,92,140.2717
19.986,8,93,127.4813
19.981,8,94,115.7966
19.985,8,95,106.0099
19.986,8,97,88.8058
19.99,8,99,77.2218
19.993,8,101,69.1182
19.987,8,103,62.0951
19.998,8,105,56.6926
20,8,110,48.0716
20.005,8,115,42.6532
20,8,120,39.5784
20.003,8,125,37.3537
19.997,8,130,35.6259
19.994,8,135,34.8096
19.995,8,140,33.9482
20.002,8,145,33.5552
19.992,8,150,33.4018
19.999,8,155,33.5028
19.997,8,160,33.5205
20.001,8,165,33.5081
20.001,8,170,33.8045
20,8,175,34.1835
19.999,8,178,34.2302
20,8,180,34.1468
20,8,182,34.0992
19.998,8,185,33.9137
19.995,8,190,33.6776
19.999,8,195,33.2784
19.998,8,200,33.4529
19.996,8,205,33.4783
19.996,8,210,33.8479
19.996,8,215,34.2885
19.999,8,220,35.0326
20.005,8,225,36.2293
20,8,230,37.8832
19.997,8,235,40.0521
19.998,8,240,44.132
