Temperature (K),Applied field (T),Applied field angle (°),Critical current (A)
77.493,1,220,9.3096
77.504,1,225,9.3301
77.496,1,230,9.3046
77.502,1,235,9.1849
77.508,1,240,8.9955
77.498,1.5,-5,6.0666
77.502,1.5,-2,6.0675
77.5,1.5,0,6.0712
77.5,1.5,2,6.0801
77.503,1.5,5,6.0885
77.5,1.5,10,6.1462
77.499,1.5,15,6.2163
77.502,1.5,20,6.2963
77.497,1.5,25,6.3862
77.5,1.5,30,6.4948
77.498,1.5,35,6.6294
77.497,1.5,40,6.7394
77.499,1.5,45,6.84
77.498,1.5,50,6.9022
77.5,1.5,55,6.9263
77.501,1.5,60,6.8314
77.497,1.5,65,6.6219
77.502,1.5,70,6.2543
77.5,1.5,75,5.7769
77.501,1.5,77,5.6101
77.499,1.5,79,5.5285
77.499,1.5,81,5.6004
77.5,1.5,83,5.914
77.498,1.5,85,6.4499
77.501,1.5,86,6.4399
77.501,1.5,87,6.2467
77.503,1.5,88,6.0477
77.501,1.5,89,5.9041
77.501,1.5,90,5.8137
77.499,1.5,91,5.7713
77.499,1.5,92,5.7903
77.498,1.5,93,5.8308
77.503,1.5,94,5.8888
77.501,1.5,95,5.9602
77.505,1.5,97,6.1583
77.507,1.5,99,6.3162
77.505,1.5,101,6.5042
77.504,1.5,103,6.664
77.505,1.5,105,6.7793
77.502,1.5,110,7.007
77.502,1.5,115,7.0807
77.496,1.5,120,7.0648
77.49,1.5,125,6.9777
77.484,1.5,130,6.8597
77.481,1.5,135,6.7377
77.478,1.5,140,6.5962
77.486,1.5,145,6.4803
77.489,1.5,150,6.3543
77.498,1.5,155,6.2487
77.503,1.5,160,6.19
77.503,1.5,165,6.1054
77.516,1.5,170,6.0971
77.514,1.5,175,6.0954
77.509,1.5,178,6.0821
77.51,1.5,180,6.0766
77.514,1.5,182,6.1034
77.51,1.5,185,6.1041
77.503,1.5,190,6.1448
77.509,1.5,195,6.1949
77.507,1.5,200,6.2815
77.504,1.5,205,6.382
77.495,1.5,210,6.4923
77.505,1.5,215,6.6269
77.495,1.5,220,6.72
77.503,1.5,225,6.8482
77.498,1.5,230,6.9175
77.505,1.5,235,6.935
77.515,1.5,240,6.8729
77.494,2,-5,4.2125
77.501,2,-2,4.2147
77.504,2,0,4.2159
77.504,2,2,4.2165
77.501,2,5,4.2395
77.499,2,10,4.2936
77.501,2,15,4.3539
77.506,2,20,4.4442
77.504,2,25,4.5743
77.5,2,30,4.7109
77.499,2,35,4.8384
77.494,2,40,5.0011
77.494,2,45,5.1357
77.499,2,50,5.2734
77.501,2,55,5.3531
77.503,2,60,5.3738
77.5,2,65,5.2529
77.5,2,70,5.0136
77.496,2,75,4.639
77.499,2,77,4.5086
77.499,2,79,4.3968
77.501,2,81,4.4638
77.502,2,83,4.7652
77.501,2,85,5.3772
77.5,2,86,5.3435
77.499,2,87,5.0848
77.501,2,88,4.8635
77.502,2,89,4.7223
77.502,2,90,4.6526
77.497,2,91,4.6103
77.499,2,92,4.6181
77.497,2,93,4.6384
77.5,2,94,4.7003
77.502,2,95,4.7719
77.505,2,97,4.9235
77.505,2,99,5.0762
77.506,2,101,5.2155
77.501,2,103,5.325
77.507,2,105,5.4203
77.505,2,110,5.5218
77.496,2,115,5.5048
77.497,2,120,5.3796
77.492,2,125,5.255
77.485,2,130,5.0972
77.482,2,135,4.937
77.477,2,140,4.7825
77.483,2,145,4.6299
77.488,2,150,4.5062
77.495,2,155,4.3934
77.505,2,160,4.3183
77.514,2,165,4.2599
77.512,2,170,4.2265
77.513,2,175,4.222
77.512,2,178,4.2142
77.51,2,180,4.2217
77.511,2,182,4.224
77.508,2,185,4.2423
77.508,2,190,4.2853
77.502,2,195,4.3561
77.511,2,200,4.4423
77.511,2,205,4.5463
77.507,2,210,4.6861
77.503,2,215,4.8453
77.502,2,220,4.9964
77.501,2,225,5.1493
77.504,2,230,5.3139
77.504,2,235,5.3662
77.508,2,240,5.3754
77.496,3,-5,2.0353
77.499,3,-2,2.0412
77.503,3,0,2.0331
77.502,3,2,2.045
77.5,3,5,2.0531
77.5,3,10,2.1003
77.501,3,15,2.1649
77.497,3,20,2.2411
77.502,3,25,2.346
77.501,3,30,2.4815
77.502,3,35,2.6363
77.496,3,40,2.8096
77.498,3,45,2.9904
77.499,3,50,3.1657
77.497,3,55,3.343
77.503,3,60,3.4684
77.503,3,65,3.51
77.501,3,70,3.4222
77.502,3,75,3.2061
77.5,3,77,3.1105
77.502,3,79,3.0667
77.499,3,81,3.1041
77.503,3,83,3.3649
77.501,3,85,4.0031
77.504,3,86,3.941
77.503,3,87,3.6389
77.499,3,88,3.4226
77.497,3,89,3.2941
77.5,3,90,3.2105
77.498,3,91,3.1778
77.5,3,92,3.1904
77.499,3,93,3.2131
77.5,3,94,3.2494
77.502,3,95,3.2957
77.503,3,97,3.3971
77.501,3,99,3.4811
77.506,3,101,3.5619
77.506,3,103,3.5929
77.508,3,105,3.6188
77.507,3,110,3.5801
77.501,3,115,3.45
77.496,3,120,3.2771
77.49,3,125,3.0779
77.479,3,130,2.8918
77.473,3,135,2.7001
77.473,3,140,2.5361
77.477,3,145,2.4085
77.483,3,150,2.2757
77.494,3,155,2.1934
77.504,3,160,2.1218
77.513,3,165,2.0578
77.518,3,170,2.0254
77.513,3,175,2.0291
77.517,3,178,2.0321
77.512,3,180,2.0411
77.51,3,182,2.0501
77.512,3,185,2.0678
77.504,3,190,2.1282
77.508,3,195,2.1604
77.51,3,200,2.2478
77.509,3,205,2.3251
77.501,3,210,2.4931
77.499,3,215,2.622
77.5,3,220,2.7984
77.504,3,225,2.9895
77.5,3,230,3.1779
77.497,3,235,3.3663
77.508,3,240,3.4789
77.498,5,-5,0.3694
77.501,5,-2,0.3745
77.498,5,0,0.3729
77.504,5,2,0.3724
77.503,5,5,0.3731
77.502,5,10,0.3754
77.504,5,15,0.4171
77.499,5,20,0.4482
77.498,5,25,0.5088
77.497,5,30,0.5885
77.502,5,35,0.6786
77.5,5,40,0.8057
77.499,5,45,0.9569
77.499,5,50,1.1342
77.5,5,55,1.3234
77.505,5,60,1.5192
77.504,5,65,1.6833
77.502,5,70,1.7707
77.5,5,75,1.7503
77.503,5,77,1.7309
77.5,5,79,1.7244
77.5,5,81,1.7753
77.503,5,83,1.9603
77.502,5,85,2.5258
77.501,5,86,2.476
77.503,5,87,2.1746
77.498,5,88,1.9867
77.502,5,89,1.8859
77.502,5,90,1.8252
77.503,5,91,1.7927
77.501,5,92,1.7853
77.501,5,93,1.7898
77.498,5,94,1.7931
77.501,5,95,1.8157
77.499,5,97,1.8313
77.495,5,99,1.8379
77.497,5,101,1.8297
77.496,5,103,1.7972
77.501,5,105,1.7479
77.509,5,110,1.5815
77.51,5,115,1.3841
77.502,5,120,1.178
77.493,5,125,0.9967
77.48,5,130,0.8382
77.473,5,135,0.7103
77.485,5,140,0.6045
77.482,5,145,0.527
77.495,5,150,0.4571
77.5,5,155,0.4187
77.501,5,160,0.3841
77.515,5,165,0.3717
77.518,5,170,0.3671
77.519,5,175,0.3734
77.512,5,178,0.3651
77.516,5,180,0.3656
77.517,5,182,0.3726
77.511,5,185,0.3705
77.515,5,190,0.3936
77.509,5,195,0.4107
77.514,5,200,0.4372
77.514,5,205,0.5063
77.509,5,210,0.5813
77.5,5,215,0.6859
77.509,5,220,0.7962
77.503,5,225,0.9525
77.5,5,230,1.1316
77.501,5,235,1.3189
77.506,5,240,1.5176
77.498,7,-5,0.0271
77.502,7,-2,0.0284
77.503,7,0,0.0304
77.505,7,2,0.0277
77.505,7,5,0.024
77.504,7,10,0.0268
77.503,7,15,0.0316
77.501,7,20,0.0417
77.499,7,25,0.0551
77.498,7,30,0.0749
77.499,7,35,0.1099
77.497,7,40,0.1621
77.501,7,45,0.2274
77.501,7,50,0.3211
77.501,7,55,0.4594
77.504,7,60,0.6207
77.505,7,65,0.7903
77.504,7,70,0.9403
77.501,7,75,1.021
77.501,7,77,1.0464
77.502,7,79,1.0619
77.499,7,81,1.1048
77.501,7,83,1.2599
77.504,7,85,1.7427
77.506,7,86,1.7023
77.5,7,87,1.4319
77.504,7,88,1.2767
77.5,7,89,1.1935
77.5,7,90,1.1449
77.503,7,91,1.1116
77.501,7,92,1.092
77.502,7,93,1.0787
77.503,7,94,1.0705
77.503,7,95,1.0571
77.504,7,97,1.0403
77.5,7,99,1.0129
77.5,7,101,0.9621
77.5,7,103,0.9053
77.501,7,105,0.8451
77.499,7,110,0.6712
77.494,7,115,0.4961
77.501,7,120,0.3516
77.49,7,125,0.2487
77.479,7,130,0.1803
77.471,7,135,0.1234
77.482,7,140,0.0809
77.493,7,145,0.059
77.496,7,150,0.0414
77.5,7,155,0.0348
77.513,7,160,0.0282
77.514,7,165,0.0268
77.523,7,170,0.0242
77.518,7,175,0.0276
77.517,7,178,0.0271
77.522,7,180,0.0271
77.524,7,182,0.0262
77.513,7,185,0.0266
77.507,7,190,0.0293
77.515,7,195,0.0321
77.52,7,200,0.0424
77.513,7,205,0.053
77.51,7,210,0.0777
77.506,7,215,0.1153
77.507,7,220,0.1536
77.515,7,225,0.2266
77.499,7,230,0.3265
77.511,7,235,0.4679
77.5,7,240,0.63
77.52,8,-5,0.0027
77.521,8,-2,0.003
77.519,8,0,0.0027
77.521,8,2,0.0026
77.519,8,5,0.0029
77.515,8,10,0.0036
77.517,8,15,0.0037
77.517,8,20,0.0061
77.51,8,25,0.0084
77.507,8,30,0.0149
77.505,8,35,0.0308
77.509,8,40,0.0503
77.512,8,45,0.0872
77.513,8,50,0.1558
77.512,8,55,0.2461
77.509,8,60,0.3678
77.51,8,65,0.5216
77.512,8,70,0.6739
77.51,8,75,0.7796
77.507,8,77,0.8161
77.509,8,79,0.8355
77.508,8,81,0.8963
77.505,8,83,1.0166
77.506,8,85,1.4713
77.509,8,86,1.4196
77.507,8,87,1.1823
77.506,8,88,1.0391
77.506,8,89,0.9614
77.507,8,90,0.9151
77.504,8,91,0.8822
77.504,8,92,0.8678
77.505,8,93,0.845
77.506,8,94,0.8321
77.506,8,95,0.8228
77.505,8,97,0.7834
77.502,8,99,0.7449
77.502,8,101,0.6909
77.497,8,103,0.6408
77.5,8,105,0.5723
77.501,8,110,0.3994
77.498,8,115,0.2697
77.491,8,120,0.1741
77.483,8,125,0.1039
77.48,8,130,0.0634
77.482,8,135,0.0322
77.478,8,140,0.0183
77.478,8,145,0.009
77.476,8,150,0.0059
77.494,8,155,0.004
77.503,8,160,0.0031
77.526,8,165,0.0027
77.526,8,170,0.0023
77.519,8,175,0.0026
77.518,8,178,0.0029
77.51,8,180,0.0032
77.507,8,182,0.0028
77.512,8,185,0.0027
77.493,8,190,0.0035
77.509,8,195,0.0038
77.513,8,200,0.0056
77.51,8,205,0.0075
77.507,8,210,0.0135
77.508,8,215,0.0297
77.507,8,220,0.0545
77.507,8,225,0.0923
77.5,8,230,0.1586
77.505,8,235,0.2427
77.509,8,240,0.3769
