Temperature (K),Applied field (T),Applied field angle (°),Critical current (A)
64.973,0.2,20,59.1611
64.973,0.2,25,59.0978
64.99,0.2,30,58.997
64.983,0.2,35,58.863
64.991,0.2,40,58.5557
64.984,0.2,45,58.3264
64.972,0.2,50,58.1982
64.974,0.2,55,57.9638
64.973,0.2,60,57.6755
64.973,0.2,65,57.3827
64.975,0.2,70,57.2411
64.992,0.2,75,57.0762
64.976,0.2,77,57.112
64.973,0.2,79,57.063
64.992,0.2,81,57.0925
64.993,0.2,83,57.0251
64.994,0.2,85,57.0588
64.978,0.2,86,57.0796
64.991,0.2,87,57.0334
64.975,0.2,88,57.0614
64.974,0.2,89,57.1186
64.974,0.2,90,57.1718
64.992,0.2,91,57.0757
64.973,0.2,92,57.1246
64.972,0.2,93,57.1283
64.995,0.2,94,56.9678
64.988,0.2,95,57.1351
64.975,0.2,97,57.1667
64.975,0.2,99,57.1557
64.977,0.2,101,57.1272
64.991,0.2,103,57.2012
64.977,0.2,105,57.1942
64.975,0.2,110,57.1743
64.974,0.2,115,57.1098
64.997,0.2,120,57.1904
64.977,0.2,125,57.0952
64.995,0.2,130,57.2529
64.983,0.2,135,57.2177
64.992,0.2,140,57.1843
64.995,0.2,145,57.2074
64.998,0.2,150,57.1486
64.991,0.2,155,57.2387
64.976,0.2,160,57.151
64.981,0.2,165,57.2374
64.982,0.2,170,57.2515
64.979,0.2,175,57.3569
64.979,0.2,178,57.4871
64.982,0.2,180,57.5352
64.984,0.2,182,57.5481
64.981,0.2,185,57.6489
64.987,0.2,190,57.5512
64.983,0.2,195,57.8518
64.978,0.2,200,57.9549
64.99,0.2,205,57.8999
64.993,0.2,210,57.7889
64.995,0.2,215,57.6368
64.986,0.2,220,57.5148
64.977,0.2,225,57.2042
64.975,0.2,230,56.91
64.981,0.2,235,56.6987
64.99,0.2,240,56.4085
64.974,0.3,-5,52.2209
64.978,0.3,-2,52.3634
64.977,0.3,0,52.3871
65.006,0.3,2,52.4066
64.999,0.3,5,52.4435
64.989,0.3,10,52.3774
64.997,0.3,15,52.4398
64.996,0.3,20,52.4435
65.001,0.3,25,52.3421
65,0.3,30,52.141
65.004,0.3,35,51.9068
64.998,0.3,40,51.7307
64.99,0.3,45,51.4679
65.001,0.3,50,51.0881
65.01,0.3,55,50.7419
64.997,0.3,60,50.3701
65.008,0.3,65,49.9101
65.001,0.3,70,49.8645
64.988,0.3,75,49.6552
64.981,0.3,77,49.5268
64.976,0.3,79,49.5279
64.995,0.3,81,49.5139
64.995,0.3,83,49.6716
64.993,0.3,85,49.6666
64.998,0.3,86,49.6686
65.003,0.3,87,49.8722
64.979,0.3,88,49.8886
64.999,0.3,89,49.8603
65.007,0.3,90,50.0068
65.003,0.3,91,49.9927
65.008,0.3,92,50.014
65.01,0.3,93,50.1122
64.995,0.3,94,50.1557
65.002,0.3,95,50.1951
65.002,0.3,97,50.2613
64.991,0.3,99,50.3659
65.005,0.3,101,50.4261
65.001,0.3,103,50.4992
64.995,0.3,105,50.5374
65,0.3,110,50.9142
65.001,0.3,115,50.9876
64.999,0.3,120,51.049
65.007,0.3,125,51.2077
65.011,0.3,130,51.2673
65.023,0.3,135,51.3256
65.004,0.3,140,51.3148
65.001,0.3,145,51.3607
64.985,0.3,150,51.3965
64.999,0.3,155,51.4949
64.997,0.3,160,51.4071
64.99,0.3,165,51.5046
65.01,0.3,170,51.3728
64.996,0.3,175,51.5573
64.996,0.3,178,51.5597
65.011,0.3,180,51.6505
65.001,0.3,182,51.6843
64.998,0.3,185,51.7104
64.974,0.3,190,51.8289
64.987,0.3,195,51.8917
64.993,0.3,200,51.8424
64.976,0.3,205,51.8097
64.999,0.3,210,51.7355
64.998,0.3,215,51.5661
64.984,0.3,220,51.162
64.984,0.3,225,50.8436
65.003,0.3,230,50.4487
64.997,0.3,235,49.9188
64.989,0.3,240,49.642
64.99,0.5,-5,43.6191
64.99,0.5,-2,43.7598
64.986,0.5,0,43.8493
64.984,0.5,2,43.8052
64.984,0.5,5,43.8252
64.986,0.5,10,43.8016
64.984,0.5,15,43.9641
64.983,0.5,20,43.7608
64.983,0.5,25,43.6728
64.986,0.5,30,43.6263
64.984,0.5,35,43.4955
64.988,0.5,40,43.111
64.985,0.5,45,42.737
64.983,0.5,50,42.1854
64.986,0.5,55,41.6218
64.987,0.5,60,40.9787
64.986,0.5,65,40.3354
64.99,0.5,70,39.6982
64.982,0.5,75,39.2918
64.988,0.5,77,39.2577
64.987,0.5,79,39.394
64.985,0.5,81,39.3111
64.983,0.5,83,39.457
64.981,0.5,85,39.4964
64.986,0.5,86,39.6669
64.981,0.5,87,39.6918
64.985,0.5,88,39.8413
64.986,0.5,89,39.8913
64.981,0.5,90,39.8859
64.983,0.5,91,39.9757
64.978,0.5,92,40.1334
64.976,0.5,93,40.239
64.978,0.5,94,40.3095
64.979,0.5,95,40.3242
64.989,0.5,97,40.5003
64.991,0.5,99,40.7205
64.977,0.5,101,41.004
64.982,0.5,103,41.2141
64.988,0.5,105,41.4143
64.983,0.5,110,41.9628
64.985,0.5,115,42.4349
64.992,0.5,120,42.7634
64.985,0.5,125,43.1688
64.985,0.5,130,43.3562
65,0.5,135,43.4525
64.991,0.5,140,43.4603
64.999,0.5,145,43.5009
64.979,0.5,150,43.4691
64.984,0.5,155,43.5432
64.98,0.5,160,43.4753
65.002,0.5,165,43.4014
65.01,0.5,170,43.4373
65.02,0.5,175,43.4303
65.011,0.5,178,43.4156
65.014,0.5,180,43.5599
65.002,0.5,182,43.5604
65.016,0.5,185,43.5955
65.028,0.5,190,43.7471
65.018,0.5,195,43.7308
65.012,0.5,200,43.8249
65.003,0.5,205,43.6937
65.002,0.5,210,43.4711
65.004,0.5,215,43.3288
64.995,0.5,220,43.1429
64.992,0.5,225,42.7689
64.99,0.5,230,42.3564
64.996,0.5,235,41.715
64.994,0.5,240,41.0174
65.007,1,-5,31.2923
65.001,1,-2,31.3208
64.999,1,0,31.3066
64.995,1,2,31.3399
64.996,1,5,31.3734
64.992,1,10,31.4437
64.995,1,15,31.5396
64.996,1,20,31.5525
64.989,1,25,31.6282
64.991,1,30,31.6709
64.995,1,35,31.6563
64.99,1,40,31.539
64.993,1,45,31.3554
64.989,1,50,31.0478
64.995,1,55,30.4765
64.994,1,60,29.7408
64.991,1,65,28.7317
64.996,1,70,27.6198
64.996,1,75,26.632
64.998,1,77,26.4711
64.998,1,79,26.3888
64.996,1,81,26.7595
65.001,1,83,27.1907
64.996,1,85,27.6224
64.996,1,86,27.6589
64.996,1,87,27.7247
64.998,1,88,27.6412
64.997,1,89,27.5186
64.991,1,90,27.4779
64.995,1,91,27.4067
64.996,1,92,27.3953
64.993,1,93,27.3948
64.996,1,94,27.4358
64.993,1,95,27.5391
64.997,1,97,27.8958
64.997,1,99,28.3069
64.998,1,101,28.6901
64.996,1,103,29.213
64.996,1,105,29.5581
64.999,1,110,30.5038
64.995,1,115,31.1041
64.993,1,120,31.5334
64.984,1,125,31.839
64.976,1,130,31.9617
64.986,1,135,31.9045
64.988,1,140,31.803
64.989,1,145,31.5822
64.99,1,150,31.5798
65.008,1,155,31.4065
64.999,1,160,31.4225
65.011,1,165,31.288
65.017,1,170,31.2631
65.028,1,175,31.2111
65.017,1,178,31.2077
65.012,1,180,31.2911
65.014,1,182,31.3026
65.003,1,185,31.3297
64.999,1,190,31.4138
65.002,1,195,31.4477
64.993,1,200,31.4655
64.995,1,205,31.5675
64.992,1,210,31.5477
64.992,1,215,31.5901
64.987,1,220,31.5759
64.992,1,225,31.3295
64.985,1,230,31.0475
64.996,1,235,30.5759
64.995,1,240,29.9142
65.008,2,-5,18.8357
65.009,2,-2,18.8526
65.006,2,0,18.8528
65,2,2,18.8651
64.999,2,5,18.8976
65,2,10,18.9741
65,2,15,19.0589
65.001,2,20,19.1873
64.999,2,25,19.2802
64.996,2,30,19.532
64.995,2,35,19.7249
64.997,2,40,19.8868
64.996,2,45,20
64.998,2,50,20.0595
64.993,2,55,19.8946
65,2,60,19.5616
64.999,2,65,18.909
65.001,2,70,17.9192
64.994,2,75,16.7718
64.998,2,77,16.4163
64.997,2,79,16.3027
64.994,2,81,16.5284
64.994,2,83,17.4225
64.993,2,85,18.6066
64.989,2,86,18.6264
64.987,2,87,18.2808
64.996,2,88,17.7879
64.992,2,89,17.3786
64.988,2,90,17.1269
64.988,2,91,17.0314
64.99,2,92,16.9788
64.99,2,93,17.032
64.996,2,94,17.1237
64.988,2,95,17.3097
64.988,2,97,17.7822
64.986,2,99,18.1057
64.982,2,101,18.5946
64.988,2,103,18.9941
64.994,2,105,19.3923
64.988,2,110,20.0233
64.972,2,115,20.4251
64.983,2,120,20.4824
64.986,2,125,20.4231
64.971,2,130,20.2117
64.979,2,135,20.0654
64.988,2,140,19.7661
64.982,2,145,19.4992
64.974,2,150,19.3221
64.984,2,155,19.1349
65.002,2,160,18.956
65.013,2,165,18.9529
65.016,2,170,18.8837
65.026,2,175,18.8458
65.019,2,178,18.8608
65.024,2,180,18.8719
65.018,2,182,18.7449
65.021,2,185,18.8203
65.017,2,190,18.8786
65.018,2,195,18.9925
65.02,2,200,19.1574
65.014,2,205,19.3329
65.014,2,210,19.5195
65.009,2,215,19.6526
64.997,2,220,19.9095
64.999,2,225,20.0346
64.995,2,230,20.0887
64.999,2,235,20.0851
65.004,2,240,19.5482
65.003,3,-5,12.682
65.001,3,-2,12.7044
65.001,3,0,12.6942
65.002,3,2,12.7027
64.999,3,5,12.6571
65,3,10,12.7352
64.992,3,15,12.8265
64.997,3,20,12.95
65.004,3,25,13.125
64.998,3,30,13.327
64.996,3,35,13.5594
64.995,3,40,13.809
64.995,3,45,14.0187
65.002,3,50,14.2009
65.002,3,55,14.2846
65.001,3,60,14.1597
64.999,3,65,13.8251
64.998,3,70,13.1331
64.998,3,75,12.2449
64.998,3,77,11.9291
65,3,79,11.7618
64.999,3,81,11.9023
64.997,3,83,12.8483
65.002,3,85,14.6185
64.996,3,86,14.575
64.998,3,87,13.8605
64.997,3,88,13.1534
64.997,3,89,12.6586
64.998,3,90,12.4427
64.995,3,91,12.3013
64.992,3,92,12.2901
64.992,3,93,12.3392
64.984,3,94,12.4329
64.989,3,95,12.5694
64.979,3,97,12.941
64.98,3,99,13.2977
64.981,3,101,13.6456
64.981,3,103,13.9714
64.977,3,105,14.2019
64.978,3,110,14.5894
64.99,3,115,14.7173
64.99,3,120,14.5247
64.985,3,125,14.4341
64.987,3,130,14.083
64.988,3,135,13.8192
64.978,3,140,13.5328
64.992,3,145,13.2869
64.99,3,150,13.1048
64.981,3,155,12.9377
64.99,3,160,12.83
65.026,3,165,12.7497
65.028,3,170,12.6677
65.027,3,175,12.7172
65.025,3,178,12.628
65.019,3,180,12.6629
65.022,3,182,12.6425
65.028,3,185,12.6705
65.021,3,190,12.7323
65.027,3,195,12.839
65.013,3,200,12.9546
65.025,3,205,13.1019
65.026,3,210,13.3076
65.022,3,215,13.549
65.016,3,220,13.7749
65.007,3,225,14.0361
65.006,3,230,14.2154
65.007,3,235,14.2939
65.009,3,240,14.1807
65.004,5,-5,6.6171
65.004,5,-2,6.6468
65.003,5,0,6.6061
65.004,5,2,6.6008
65.001,5,5,6.5689
65.003,5,10,6.597
65.002,5,15,6.6619
64.995,5,20,6.7794
65,5,25,6.9039
65.003,5,30,7.1258
64.998,5,35,7.3464
65.003,5,40,7.6199
64.999,5,45,7.891
64.997,5,50,8.1591
65.001,5,55,8.3947
65,5,60,8.5108
65.004,5,65,8.488
65.001,5,70,8.1975
64.998,5,75,7.6694
64.998,5,77,7.502
65.001,5,79,7.3888
65.002,5,81,7.5324
64.999,5,83,8.308
65.001,5,85,10.5748
65.005,5,86,10.5498
65.002,5,87,9.3536
64.997,5,88,8.5521
65.001,5,89,8.074
65,5,90,7.845
64.999,5,91,7.7292
64.996,5,92,7.6903
64.999,5,93,7.7205
64.998,5,94,7.8077
65.001,5,95,7.9043
64.998,5,97,8.114
64.99,5,99,8.3224
64.999,5,101,8.4988
64.999,5,103,8.6468
64.997,5,105,8.7276
65.004,5,110,8.7852
65.003,5,115,8.5276
64.998,5,120,8.3764
64.986,5,125,8.0583
64.981,5,130,7.7645
64.986,5,135,7.4726
64.983,5,140,7.2426
64.987,5,145,7.0102
64.993,5,150,6.8239
65.001,5,155,6.6902
65.002,5,160,6.5804
65.009,5,165,6.5922
65.015,5,170,6.5295
65.017,5,175,6.6088
65.025,5,178,6.6525
65.018,5,180,6.6395
65.02,5,182,6.5767
65.014,5,185,6.5905
65.011,5,190,6.5861
65.016,5,195,6.651
65.01,5,200,6.7205
65.006,5,205,6.8998
65.008,5,210,7.1058
65,5,215,7.346
64.996,5,220,7.5996
65.004,5,225,7.8487
64.997,5,230,8.2016
65.001,5,235,8.4318
64.999,5,240,8.5264
64.994,8,-5,2.6822
64.996,8,-2,2.6685
64.995,8,0,2.6756
64.996,8,2,2.6447
64.997,8,5,2.6266
64.995,8,10,2.6028
64.996,8,15,2.6356
64.995,8,20,2.7238
64.997,8,25,2.8628
64.986,8,30,3.0404
64.995,8,35,3.2535
64.99,8,40,3.5238
65,8,45,3.7896
64.999,8,50,4.0843
64.996,8,55,4.3649
64.997,8,60,4.6435
64.998,8,65,4.8183
64.997,8,70,4.8258
64.994,8,75,4.679
64.996,8,77,4.5809
64.999,8,79,4.5454
64.999,8,81,4.6979
64.998,8,83,5.3097
64.995,8,85,7.8505
64.995,8,86,7.8496
64.996,8,87,6.3701
64.994,8,88,5.5419
64.998,8,89,5.1014
64.994,8,90,4.8901
64.999,8,91,4.7692
64.989,8,92,4.7262
64.999,8,93,4.7322
64.995,8,94,4.7634
64.997,8,95,4.8066
64.991,8,97,4.8866
64.989,8,99,4.984
64.989,8,101,5.0224
64.984,8,103,5.0483
64.984,8,105,5.0116
64.973,8,110,4.8197
64.979,8,115,4.5412
64.982,8,120,4.2287
64.977,8,125,3.9069
64.981,8,130,3.6419
64.995,8,135,3.3443
65.002,8,140,3.1179
64.996,8,145,2.9063
64.997,8,150,2.7493
64.984,8,155,2.6627
64.988,8,160,2.5729
65.008,8,165,2.5781
65.008,8,170,2.6119
65.027,8,175,2.689
65.017,8,178,2.6658
65.024,8,180,2.6151
65.024,8,182,2.6102
65.022,8,185,2.6102
65.019,8,190,2.5926
65.025,8,195,2.6185
65.016,8,200,2.7225
65.013,8,205,2.854
65.003,8,210,3.0427
65.01,8,215,3.2315
65.001,8,220,3.5321
64.999,8,225,3.7918
65.002,8,230,4.0771
65.006,8,235,4.3894
64.995,8,240,4.6528
