Temperature (K),Applied field (T),Applied field angle (°),Critical current (A)
79.993,0.02,60,18.9939
79.994,0.02,65,18.987
79.994,0.02,70,19.0009
79.993,0.02,75,18.9677
79.996,0.02,77,18.9653
79.996,0.02,79,18.9716
79.996,0.02,81,18.9651
79.996,0.02,83,18.9528
79.994,0.02,85,18.9418
79.998,0.02,86,18.9499
80.001,0.02,87,18.9311
80.004,0.02,88,18.9522
80.004,0.02,89,18.948
80.003,0.02,90,18.9462
80,0.02,91,18.9506
80,0.02,92,18.9652
80,0.02,93,18.9378
80.002,0.02,94,18.8999
80.005,0.02,95,18.9262
80.008,0.02,97,18.9052
80.009,0.02,99,18.8856
80.01,0.02,101,18.8749
80.009,0.02,103,18.9079
80.007,0.02,105,18.8982
80.001,0.02,110,18.865
80.001,0.02,115,18.8555
79.999,0.02,120,18.8603
79.999,0.02,125,18.8585
79.999,0.02,130,18.8494
80.002,0.02,135,18.8047
80.006,0.02,140,18.8033
80.005,0.02,145,18.8011
80.003,0.02,150,18.8135
80,0.02,155,18.8218
79.996,0.02,160,18.8559
79.991,0.02,165,18.869
79.99,0.02,170,18.8793
79.987,0.02,175,18.8953
79.988,0.02,178,18.9039
79.989,0.02,180,18.9142
79.992,0.02,182,18.8812
79.992,0.02,185,18.8987
79.992,0.02,190,18.8859
79.995,0.02,195,18.8959
79.996,0.02,200,18.9152
79.998,0.02,205,18.9189
79.995,0.02,210,18.9499
79.993,0.02,215,18.9547
79.992,0.02,220,18.9646
79.994,0.02,225,18.9546
79.995,0.02,230,18.9541
79.999,0.02,235,18.9681
80.008,0.02,240,18.9224
79.99,0.03,-5,18.7873
79.995,0.03,-2,18.7721
79.998,0.03,0,18.7708
79.996,0.03,2,18.7809
79.996,0.03,5,18.7637
79.998,0.03,10,18.7565
79.998,0.03,15,18.7655
79.996,0.03,20,18.7788
79.994,0.03,25,18.7949
79.99,0.03,30,18.8014
79.99,0.03,35,18.7824
79.99,0.03,40,18.7586
79.99,0.03,45,18.7344
79.994,0.03,50,18.6944
79.993,0.03,55,18.709
79.996,0.03,60,18.6684
79.995,0.03,65,18.6592
79.996,0.03,70,18.6116
79.992,0.03,75,18.6066
79.995,0.03,77,18.6166
79.998,0.03,79,18.5704
79.997,0.03,81,18.5698
79.994,0.03,83,18.5785
79.996,0.03,85,18.5835
79.999,0.03,86,18.5776
80.001,0.03,87,18.5542
80.004,0.03,88,18.5853
80.002,0.03,89,18.5656
80,0.03,90,18.5641
80,0.03,91,18.5523
79.999,0.03,92,18.5835
79.999,0.03,93,18.573
80.002,0.03,94,18.5562
80.004,0.03,95,18.5576
80.002,0.03,97,18.5169
80.006,0.03,99,18.5313
80.008,0.03,101,18.5174
80.01,0.03,103,18.4913
80.009,0.03,105,18.5058
80.005,0.03,110,18.478
80.004,0.03,115,18.4639
80.002,0.03,120,18.4774
79.998,0.03,125,18.4836
80.002,0.03,130,18.4585
80.004,0.03,135,18.4554
80.003,0.03,140,18.4392
80.005,0.03,145,18.4435
80.005,0.03,150,18.4468
80.002,0.03,155,18.4574
79.997,0.03,160,18.4893
79.992,0.03,165,18.4798
79.993,0.03,170,18.4996
79.991,0.03,175,18.5184
79.994,0.03,178,18.5119
79.995,0.03,180,18.5273
79.995,0.03,182,18.527
79.991,0.03,185,18.546
79.991,0.03,190,18.5625
79.989,0.03,195,18.5674
79.995,0.03,200,18.5814
79.999,0.03,205,18.5747
79.996,0.03,210,18.5781
79.994,0.03,215,18.6082
79.993,0.03,220,18.588
79.994,0.03,225,18.6135
79.99,0.03,230,18.5879
79.998,0.03,235,18.5979
80.005,0.03,240,18.5581
79.997,0.05,-5,17.8382
79.999,0.05,-2,17.8249
79.999,0.05,0,17.8515
79.998,0.05,2,17.844
79.995,0.05,5,17.8422
79.999,0.05,10,17.8463
79.998,0.05,15,17.8554
79.996,0.05,20,17.8409
79.997,0.05,25,17.8358
79.995,0.05,30,17.8335
79.992,0.05,35,17.7969
79.991,0.05,40,17.7887
79.993,0.05,45,17.7562
79.99,0.05,50,17.7117
79.99,0.05,55,17.6625
79.991,0.05,60,17.6201
79.992,0.05,65,17.5876
79.992,0.05,70,17.5378
79.992,0.05,75,17.4953
79.995,0.05,77,17.5143
79.996,0.05,79,17.4869
79.993,0.05,81,17.5106
79.992,0.05,83,17.4823
79.993,0.05,85,17.4958
79.999,0.05,86,17.4645
80.001,0.05,87,17.4927
80.003,0.05,88,17.4791
80.001,0.05,89,17.4729
79.999,0.05,90,17.4846
79.998,0.05,91,17.4689
79.999,0.05,92,17.5003
79.999,0.05,93,17.477
80.001,0.05,94,17.4913
80.006,0.05,95,17.4323
80.009,0.05,97,17.4864
80.01,0.05,99,17.4571
80.011,0.05,101,17.4745
80.01,0.05,103,17.4776
80.008,0.05,105,17.4735
80.006,0.05,110,17.4802
80.004,0.05,115,17.4864
80.002,0.05,120,17.4737
80.001,0.05,125,17.4649
80.002,0.05,130,17.502
80.001,0.05,135,17.5047
80.003,0.05,140,17.4679
80.005,0.05,145,17.4934
80.005,0.05,150,17.5096
80,0.05,155,17.5109
79.995,0.05,160,17.5228
79.992,0.05,165,17.5581
79.991,0.05,170,17.5756
79.99,0.05,175,17.573
79.991,0.05,178,17.6235
79.992,0.05,180,17.621
79.992,0.05,182,17.6395
79.992,0.05,185,17.6515
79.993,0.05,190,17.6593
79.994,0.05,195,17.6809
79.996,0.05,200,17.672
79.998,0.05,205,17.6697
79.997,0.05,210,17.697
79.997,0.05,215,17.6679
79.995,0.05,220,17.6823
79.993,0.05,225,17.6645
79.996,0.05,230,17.6381
80.002,0.05,235,17.559
80.007,0.05,240,17.5567
80.004,0.07,-5,16.8491
80.008,0.07,-2,16.8627
80.004,0.07,0,16.8346
80.003,0.07,2,16.8466
80.002,0.07,5,16.84
80,0.07,10,16.831
80.002,0.07,15,16.8409
80,0.07,20,16.7759
80,0.07,25,16.7934
79.997,0.07,30,16.7541
79.996,0.07,35,16.7462
79.993,0.07,40,16.7268
79.995,0.07,45,16.6581
79.996,0.07,50,16.5685
79.996,0.07,55,16.5186
79.996,0.07,60,16.485
79.998,0.07,65,16.3924
79.995,0.07,70,16.3967
79.988,0.07,75,16.3689
79.987,0.07,77,16.3585
79.989,0.07,79,16.362
79.99,0.07,81,16.3382
79.99,0.07,83,16.3229
79.989,0.07,85,16.3616
79.993,0.07,86,16.3388
79.999,0.07,87,16.3322
80.001,0.07,88,16.3253
80.002,0.07,89,16.3571
79.999,0.07,90,16.3529
79.998,0.07,91,16.3771
80.001,0.07,92,16.3832
80,0.07,93,16.3904
79.999,0.07,94,16.3932
80.002,0.07,95,16.3952
80.003,0.07,97,16.4154
80.005,0.07,99,16.4142
80.005,0.07,101,16.4042
80.008,0.07,103,16.4102
80.008,0.07,105,16.4567
80.008,0.07,110,16.4786
80.005,0.07,115,16.4945
80.003,0.07,120,16.5229
80.002,0.07,125,16.555
80.007,0.07,130,16.5262
80.013,0.07,135,16.5003
80.014,0.07,140,16.517
80.012,0.07,145,16.534
80.013,0.07,150,16.5507
80.01,0.07,155,16.5749
80.008,0.07,160,16.5803
80.004,0.07,165,16.6238
80.004,0.07,170,16.6319
80.005,0.07,175,16.6428
80.007,0.07,178,16.6519
80.007,0.07,180,16.696
80.004,0.07,182,16.6991
80.003,0.07,185,16.7085
79.996,0.07,190,16.7499
79.996,0.07,195,16.7826
79.999,0.07,200,16.7846
79.999,0.07,205,16.8062
79.997,0.07,210,16.8066
79.998,0.07,215,16.7951
79.994,0.07,220,16.7687
79.994,0.07,225,16.7384
79.995,0.07,230,16.666
79.998,0.07,235,16.5968
80.002,0.07,240,16.5202
80.008,0.1,-5,15.5948
80.007,0.1,-2,15.6074
80.005,0.1,0,15.6007
80.001,0.1,2,15.622
80,0.1,5,15.616
79.999,0.1,10,15.5887
80.002,0.1,15,15.5692
80.001,0.1,20,15.5359
80.001,0.1,25,15.4842
79.999,0.1,30,15.4262
79.996,0.1,35,15.3743
79.994,0.1,40,15.337
79.993,0.1,45,15.2749
79.996,0.1,50,15.1638
79.996,0.1,55,15.0817
79.996,0.1,60,14.9698
79.996,0.1,65,14.886
79.998,0.1,70,14.8191
79.991,0.1,75,14.8069
79.991,0.1,77,14.7989
79.992,0.1,79,14.7948
79.988,0.1,81,14.8286
79.989,0.1,83,14.8178
79.99,0.1,85,14.85
79.996,0.1,86,14.8425
79.997,0.1,87,14.8588
80,0.1,88,14.8854
80.001,0.1,89,14.8873
80.002,0.1,90,14.9084
79.998,0.1,91,14.918
80.001,0.1,92,14.9145
80.003,0.1,93,14.9261
80,0.1,94,14.9474
80.001,0.1,95,14.9599
80.002,0.1,97,14.9785
80.005,0.1,99,15.0369
80.003,0.1,101,15.0745
80.003,0.1,103,15.095
80.006,0.1,105,15.1314
80.008,0.1,110,15.1908
80.007,0.1,115,15.257
80.008,0.1,120,15.3028
80.005,0.1,125,15.3239
80.003,0.1,130,15.3432
80.008,0.1,135,15.3546
80.012,0.1,140,15.3256
80.011,0.1,145,15.3429
80.014,0.1,150,15.3724
80.006,0.1,155,15.4165
79.999,0.1,160,15.4696
79.995,0.1,165,15.4786
79.991,0.1,170,15.4948
79.988,0.1,175,15.5168
79.993,0.1,178,15.5227
79.993,0.1,180,15.5216
79.995,0.1,182,15.5539
79.993,0.1,185,15.567
79.993,0.1,190,15.5778
79.995,0.1,195,15.5912
80,0.1,200,15.5799
79.998,0.1,205,15.6218
79.999,0.1,210,15.6054
79.998,0.1,215,15.5775
79.991,0.1,220,15.562
79.992,0.1,225,15.5118
79.993,0.1,230,15.4
79.999,0.1,235,15.3128
80.005,0.1,240,15.1656
80.007,0.15,-5,14.0573
80.009,0.15,-2,14.0446
80.004,0.15,0,14.0559
80.002,0.15,2,14.0725
80.002,0.15,5,14.0436
80.001,0.15,10,14.0446
80.001,0.15,15,14.0061
79.999,0.15,20,13.9959
79.999,0.15,25,13.9406
79.996,0.15,30,13.907
79.993,0.15,35,13.7994
79.996,0.15,40,13.7603
79.996,0.15,45,13.6724
79.995,0.15,50,13.5144
79.994,0.15,55,13.383
79.998,0.15,60,13.2102
79.998,0.15,65,13.0541
79.996,0.15,70,12.9122
79.992,0.15,75,12.813
79.994,0.15,77,12.8111
79.992,0.15,79,12.8254
79.99,0.15,81,12.8318
79.99,0.15,83,12.8699
79.99,0.15,85,12.917
79.993,0.15,86,12.944
79.995,0.15,87,12.9652
79.999,0.15,88,12.975
80,0.15,89,13.0028
80.002,0.15,90,13.0376
79.998,0.15,91,13.0747
79.998,0.15,92,13.0925
79.999,0.15,93,13.1014
80,0.15,94,13.1215
80.003,0.15,95,13.1581
80.002,0.15,97,13.2333
80.003,0.15,99,13.267
80.004,0.15,101,13.3412
80.004,0.15,103,13.3735
80.009,0.15,105,13.4364
80.009,0.15,110,13.5086
80.009,0.15,115,13.6135
80.009,0.15,120,13.7025
80.006,0.15,125,13.7682
80.007,0.15,130,13.8011
80.01,0.15,135,13.8474
80.013,0.15,140,13.8789
80.017,0.15,145,13.8793
80.014,0.15,150,13.9284
80.005,0.15,155,13.9564
80,0.15,160,13.9895
79.994,0.15,165,14.0193
79.995,0.15,170,14.0278
79.99,0.15,175,14.0532
79.991,0.15,178,14.0759
79.99,0.15,180,14.0606
79.994,0.15,182,14.0672
79.992,0.15,185,14.0808
79.991,0.15,190,14.1002
79.997,0.15,195,14.0916
79.998,0.15,200,14.1127
80.001,0.15,205,14.0714
79.999,0.15,210,14.0534
79.999,0.15,215,14.0379
79.997,0.15,220,13.9735
79.993,0.15,225,13.9112
79.993,0.15,230,13.7942
79.996,0.15,235,13.6635
80.002,0.15,240,13.4562
80.006,0.2,-5,12.9015
80.008,0.2,-2,12.8988
80.009,0.2,0,12.8975
80.005,0.2,2,12.9
80.002,0.2,5,12.911
80,0.2,10,12.8835
80,0.2,15,12.8448
80,0.2,20,12.8366
79.997,0.2,25,12.7878
79.998,0.2,30,12.7345
79.994,0.2,35,12.662
79.997,0.2,40,12.5879
79.993,0.2,45,12.4911
79.996,0.2,50,12.3411
79.995,0.2,55,12.2015
79.998,0.2,60,12.0022
79.999,0.2,65,11.7514
79.997,0.2,70,11.5446
79.993,0.2,75,11.4012
79.991,0.2,77,11.4109
79.989,0.2,79,11.4064
79.99,0.2,81,11.4323
79.991,0.2,83,11.4845
79.99,0.2,85,11.5393
79.996,0.2,86,11.571
80,0.2,87,11.6092
80,0.2,88,11.6305
80.001,0.2,89,11.6627
80,0.2,90,11.6914
79.998,0.2,91,11.7181
80.001,0.2,92,11.7492
80.001,0.2,93,11.7544
80,0.2,94,11.7899
79.999,0.2,95,11.8216
80.003,0.2,97,11.8675
80.006,0.2,99,11.9438
80.004,0.2,101,12.0155
80.005,0.2,103,12.0738
80.004,0.2,105,12.1388
80.007,0.2,110,12.2826
80.008,0.2,115,12.418
80.007,0.2,120,12.5452
80.004,0.2,125,12.6217
80.008,0.2,130,12.6744
80.009,0.2,135,12.72
80.01,0.2,140,12.7429
80.015,0.2,145,12.7723
80.017,0.2,150,12.8005
80.009,0.2,155,12.8313
80.001,0.2,160,12.8712
79.995,0.2,165,12.8969
79.992,0.2,170,12.9203
79.99,0.2,175,12.927
79.99,0.2,178,12.9391
79.991,0.2,180,12.9502
79.999,0.2,182,12.9438
79.995,0.2,185,12.9439
79.993,0.2,190,12.9672
79.996,0.2,195,12.9431
79.998,0.2,200,12.9401
80.001,0.2,205,12.9018
79.999,0.2,210,12.8793
80.004,0.2,215,12.8671
79.998,0.2,220,12.8024
79.997,0.2,225,12.7336
79.991,0.2,230,12.6419
80,0.2,235,12.4467
80.006,0.2,240,12.2557
80.007,0.3,-5,11.168
80.006,0.3,-2,11.1678
80.005,0.3,0,11.1784
80.004,0.3,2,11.1739
80.002,0.3,5,11.1841
80.002,0.3,10,11.1557
80.001,0.3,15,11.1494
80.001,0.3,20,11.1245
79.999,0.3,25,11.1002
79.999,0.3,30,11.062
79.997,0.3,35,11.0092
79.995,0.3,40,10.9367
79.995,0.3,45,10.8432
79.996,0.3,50,10.6957
79.997,0.3,55,10.4991
80,0.3,60,10.2972
79.999,0.3,65,10.0301
79.999,0.3,70,9.7027
79.995,0.3,75,9.4626
79.997,0.3,77,9.4198
79.993,0.3,79,9.4216
79.992,0.3,81,9.4913
79.99,0.3,83,9.609
79.989,0.3,85,9.6775
79.993,0.3,86,9.7189
79.996,0.3,87,9.7481
79.997,0.3,88,9.7683
80.002,0.3,89,9.7633
80,0.3,90,9.7803
79.998,0.3,91,9.8009
79.998,0.3,92,9.8047
80.001,0.3,93,9.8112
80.001,0.3,94,9.8392
80.005,0.3,95,9.8497
80.004,0.3,97,9.9377
80.003,0.3,99,10.038
80.004,0.3,101,10.1406
80.003,0.3,103,10.2302
80.005,0.3,105,10.3517
80.005,0.3,110,10.5525
80.008,0.3,115,10.7202
80.008,0.3,120,10.8628
80.007,0.3,125,10.9462
80.007,0.3,130,11.0051
80.009,0.3,135,11.0573
80.017,0.3,140,11.0661
80.017,0.3,145,11.0994
80.016,0.3,150,11.1152
80.008,0.3,155,11.167
79.999,0.3,160,11.1794
79.997,0.3,165,11.1891
79.995,0.3,170,11.2083
79.991,0.3,175,11.2133
79.994,0.3,178,11.2305
79.992,0.3,180,11.2181
79.995,0.3,182,11.205
79.995,0.3,185,11.2243
79.992,0.3,190,11.2217
79.997,0.3,195,11.2209
80.001,0.3,200,11.2027
80,0.3,205,11.1864
80.003,0.3,210,11.169
80.002,0.3,215,11.1246
79.998,0.3,220,11.0808
79.995,0.3,225,11.0143
79.996,0.3,230,10.8641
80,0.3,235,10.7168
80.009,0.3,240,10.4905
80.004,0.5,-5,8.8585
80.007,0.5,-2,8.8512
80.006,0.5,0,8.8361
80.003,0.5,2,8.8515
80.003,0.5,5,8.8541
80.002,0.5,10,8.8455
80.004,0.5,15,8.8855
80.001,0.5,20,8.8817
80,0.5,25,8.8812
79.999,0.5,30,8.8663
79.998,0.5,35,8.8691
79.994,0.5,40,8.8359
79.996,0.5,45,8.7559
79.997,0.5,50,8.6702
79.996,0.5,55,8.5212
79.995,0.5,60,8.2864
79.994,0.5,65,8.0246
79.993,0.5,70,7.6718
79.99,0.5,75,7.3289
79.991,0.5,77,7.2364
79.991,0.5,79,7.18
79.996,0.5,81,7.2741
79.996,0.5,83,7.4669
79.995,0.5,85,7.6262
79.998,0.5,86,7.6275
80.001,0.5,87,7.6602
80.002,0.5,88,7.5908
80.002,0.5,89,7.5639
80.001,0.5,90,7.5254
80,0.5,91,7.5432
80.001,0.5,92,7.5147
80.001,0.5,93,7.5332
80.002,0.5,94,7.5396
80.005,0.5,95,7.5935
80.006,0.5,97,7.6909
80.005,0.5,99,7.8549
80.009,0.5,101,7.9618
80.011,0.5,103,8.0871
80.011,0.5,105,8.2021
80.009,0.5,110,8.4964
80.006,0.5,115,8.7021
80.005,0.5,120,8.7922
80.003,0.5,125,8.89
80.004,0.5,130,8.9072
80.009,0.5,135,8.9155
80.014,0.5,140,8.9334
80.015,0.5,145,8.8962
80.014,0.5,150,8.8744
80.009,0.5,155,8.8922
80,0.5,160,8.8877
79.998,0.5,165,8.8994
79.992,0.5,170,8.8766
79.991,0.5,175,8.8766
79.992,0.5,178,8.9006
79.993,0.5,180,8.8775
79.996,0.5,182,8.8689
79.995,0.5,185,8.8885
79.992,0.5,190,8.904
79.998,0.5,195,8.9014
80,0.5,200,8.9112
80.001,0.5,205,8.9178
79.996,0.5,210,8.9402
79.996,0.5,215,8.936
79.996,0.5,220,8.9068
79.994,0.5,225,8.8791
79.996,0.5,230,8.7671
80.001,0.5,235,8.654
80.005,0.5,240,8.4289
79.995,1,-5,5.4294
79.999,1,-2,5.4371
80,1,0,5.4567
80.003,1,2,5.4424
79.998,1,5,5.4553
79.998,1,10,5.4935
80.001,1,15,5.5335
80.001,1,20,5.5815
79.998,1,25,5.651
79.997,1,30,5.7127
79.993,1,35,5.7948
79.993,1,40,5.8444
79.995,1,45,5.8915
79.997,1,50,5.9084
79.997,1,55,5.8646
79.997,1,60,5.7643
79.998,1,65,5.5751
79.998,1,70,5.277
79.997,1,75,4.921
79.997,1,77,4.7923
79.998,1,79,4.7202
79.998,1,81,4.7756
79.998,1,83,5.017
79.996,1,85,5.3563
79.999,1,86,5.3437
80,1,87,5.2456
80.003,1,88,5.1295
80.005,1,89,5.029
80.004,1,90,4.9546
80.001,1,91,4.9363
80.001,1,92,4.9501
80.001,1,93,4.9543
79.999,1,94,5.0039
80.001,1,95,5.0736
80.006,1,97,5.208
80.004,1,99,5.3447
80.003,1,101,5.4786
80.004,1,103,5.5997
80.005,1,105,5.7156
80.007,1,110,5.892
80.009,1,115,5.9777
80.005,1,120,6.0053
80.006,1,125,5.9581
80.009,1,130,5.8972
80.012,1,135,5.8169
80.016,1,140,5.7391
80.019,1,145,5.6584
80.018,1,150,5.6087
80.012,1,155,5.5351
80.001,1,160,5.5134
79.999,1,165,5.4774
79.993,1,170,5.4883
79.993,1,175,5.4618
79.991,1,178,5.4772
79.996,1,180,5.4825
79.995,1,182,5.4658
79.994,1,185,5.4764
79.995,1,190,5.5003
79.995,1,195,5.5401
79.997,1,200,5.5734
80.004,1,205,5.6315
80.001,1,210,5.699
79.999,1,215,5.7853
79.999,1,220,5.8364
79.995,1,225,5.8935
79.998,1,230,5.9012
80.001,1,235,5.9147
80.006,1,240,5.7928
79.995,2,-5,2.1991
79.998,2,-2,2.1965
80.002,2,0,2.2007
80,2,2,2.2202
79.998,2,5,2.2238
79.995,2,10,2.2654
79.997,2,15,2.3166
80,2,20,2.3776
79.998,2,25,2.4669
80,2,30,2.5662
79.995,2,35,2.6887
79.995,2,40,2.8172
79.996,2,45,2.96
79.996,2,50,3.0778
79.997,2,55,3.1885
80,2,60,3.2513
79.998,2,65,3.2463
79.996,2,70,3.1412
79.996,2,75,2.9306
79.997,2,77,2.8411
79.998,2,79,2.7909
80,2,81,2.826
79.999,2,83,3.0332
80.001,2,85,3.4622
80,2,86,3.4364
79.998,2,87,3.2635
80,2,88,3.0966
80,2,89,2.992
80,2,90,2.9301
80.001,2,91,2.9169
80,2,92,2.9142
79.999,2,93,2.9352
80,2,94,2.9671
80.005,2,95,3.012
80.001,2,97,3.0999
80.004,2,99,3.1751
80.006,2,101,3.2483
80.005,2,103,3.2877
80.006,2,105,3.3324
80.004,2,110,3.3312
80.01,2,115,3.2605
80.009,2,120,3.1435
80.007,2,125,3.0049
80.01,2,130,2.8526
80.015,2,135,2.706
80.016,2,140,2.5791
80.019,2,145,2.4833
80.021,2,150,2.3895
80.014,2,155,2.3349
80.004,2,160,2.2651
80.002,2,165,2.2343
79.995,2,170,2.2152
79.991,2,175,2.2007
79.994,2,178,2.2234
79.997,2,180,2.22
79.993,2,182,2.2237
79.994,2,185,2.2376
79.993,2,190,2.2702
79.999,2,195,2.3152
79.999,2,200,2.3804
80.003,2,205,2.4563
80.002,2,210,2.5725
80.001,2,215,2.6852
79.998,2,220,2.8229
79.997,2,225,2.9546
79.993,2,230,3.0614
79.998,2,235,3.1911
80.006,2,240,3.2531
79.993,3,-5,0.8237
79.998,3,-2,0.8264
80,3,0,0.8274
80.001,3,2,0.8291
80,3,5,0.8304
80,3,10,0.8587
80,3,15,0.8995
80,3,20,0.9549
80.001,3,25,1.0238
80,3,30,1.1152
79.997,3,35,1.2225
79.995,3,40,1.3464
79.998,3,45,1.4954
79.997,3,50,1.6435
79.994,3,55,1.7935
79.992,3,60,1.925
79.991,3,65,2.0192
79.99,3,70,2.0239
79.991,3,75,1.9534
79.992,3,77,1.9053
79.993,3,79,1.8776
79.995,3,81,1.9119
79.996,3,83,2.0833
79.998,3,85,2.51
79.999,3,86,2.4754
79.999,3,87,2.2664
79.998,3,88,2.1117
79.998,3,89,2.0311
79.999,3,90,1.9762
79.997,3,91,1.9518
79.999,3,92,1.9526
80.002,3,93,1.9583
80.004,3,94,1.971
80.002,3,95,1.9931
80.003,3,97,2.0401
80.003,3,99,2.0694
80.004,3,101,2.0962
80.007,3,103,2.0966
80.01,3,105,2.0812
80.012,3,110,1.989
80.011,3,115,1.8455
80.011,3,120,1.6745
80.009,3,125,1.5296
80.009,3,130,1.3735
80.013,3,135,1.2385
80.022,3,140,1.1253
80.022,3,145,1.0259
80.027,3,150,0.9596
80.016,3,155,0.9059
80.008,3,160,0.8535
80.004,3,165,0.8272
80,3,170,0.8359
80,3,175,0.8252
79.997,3,178,0.8239
79.995,3,180,0.8287
79.993,3,182,0.8304
79.995,3,185,0.8444
79.996,3,190,0.8768
79.995,3,195,0.9004
79.998,3,200,0.9575
80.001,3,205,1.0236
80.007,3,210,1.1131
80.002,3,215,1.2128
79.997,3,220,1.3529
79.995,3,225,1.4917
79.997,3,230,1.6404
79.999,3,235,1.8068
80.004,3,240,1.9393
80.007,5,-5,0.055
80.005,5,-2,0.0499
80.005,5,0,0.0513
80.006,5,2,0.0513
80.006,5,5,0.0511
80.004,5,10,0.0566
80.004,5,15,0.0634
79.999,5,20,0.0795
79.997,5,25,0.0973
79.998,5,30,0.1281
79.996,5,35,0.1644
79.995,5,40,0.2185
79.996,5,45,0.2907
79.999,5,50,0.3856
80,5,55,0.5083
79.999,5,60,0.6435
80.004,5,65,0.7869
80,5,70,0.8952
79.997,5,75,0.9423
80.001,5,77,0.9525
80.001,5,79,0.967
80,5,81,1.0077
80.002,5,83,1.1377
80.001,5,85,1.4882
80.004,5,86,1.437
80.004,5,87,1.2595
80.004,5,88,1.1458
80.004,5,89,1.0742
80.006,5,90,1.0332
80.001,5,91,1.007
