Temperature (K),Applied field (T),Applied field angle (°),Critical current (A)
80.003,5,92,0.9933
80.003,5,93,0.9846
80.003,5,94,0.9785
80.001,5,95,0.9781
79.998,5,97,0.957
79.996,5,99,0.9431
79.998,5,101,0.9204
80.002,5,103,0.875
80.001,5,105,0.8247
80.007,5,110,0.6798
80.008,5,115,0.5293
80.009,5,120,0.4052
80.008,5,125,0.3058
80.01,5,130,0.2222
80.014,5,135,0.1783
80.021,5,140,0.1282
80.027,5,145,0.098
80.023,5,150,0.077
80.014,5,155,0.0676
80.008,5,160,0.0563
80.004,5,165,0.0556
80.002,5,170,0.0536
79.999,5,175,0.0539
79.998,5,178,0.0524
79.997,5,180,0.0533
79.995,5,182,0.0544
79.999,5,185,0.052
79.993,5,190,0.0606
79.996,5,195,0.0654
80.003,5,200,0.0766
80,5,205,0.093
80.008,5,210,0.1193
80.005,5,215,0.1604
79.999,5,220,0.2187
79.998,5,225,0.2897
79.993,5,230,0.3926
79.999,5,235,0.5034
80.005,5,240,0.6477
80.01,8,-5,
80.002,8,-2,
80.007,8,0,
80.012,8,2,
80.006,8,5,
80.004,8,10,
80.006,8,15,
80.01,8,20,
80.009,8,25,
80.011,8,30,
80,8,35,
79.999,8,40,
79.996,8,45,0.0012
80.007,8,50,0.0095
79.995,8,55,0.0309
80.004,8,60,0.0708
80.009,8,65,0.1381
80.005,8,70,0.2289
80,8,75,0.3201
80.007,8,77,0.3499
80.004,8,79,0.3861
80.003,8,81,0.4288
80.005,8,83,0.5013
80.003,8,85,0.741
80.001,8,86,0.7381
80.004,8,87,0.6122
80.001,8,88,0.5286
79.999,8,89,0.4732
80.002,8,90,0.4357
80.002,8,91,0.4125
80.002,8,92,0.401
80,8,93,0.3781
79.994,8,94,0.3654
80.002,8,95,0.3489
80.011,8,97,0.3115
80.012,8,99,0.2788
80.013,8,101,0.2293
80.01,8,103,0.1944
80.011,8,105,0.1643
80.008,8,110,0.0866
80.004,8,115,0.038
79.983,8,120,0.0134
79.993,8,125,0.0034
79.985,8,130,0.0014
80.006,8,135,
80.008,8,140,
79.999,8,145,
80.011,8,150,
80.017,8,155,
79.989,8,160,
79.986,8,165,
80.003,8,170,
80.011,8,175,
80.017,8,178,
80.012,8,180,
80.018,8,182,
80.012,8,185,
80.007,8,190,
80.006,8,195,
80.011,8,200,
80.018,8,205,
80.012,8,210,
80.018,8,215,
80.02,8,220,0.0012
79.995,8,225,0.0027
80.013,8,230,0.0093
79.996,8,235,0.0353
80.008,8,240,0.0741
